IP地址,采集时间,磁盘,磁盘使用率
10.185.2.101,2017/7/11 3:25,D:,87.44
10.185.2.101,2017/7/11 3:40,D:,87.44
10.185.2.101,2017/7/11 3:40,C:,71.2
10.185.2.101,2017/7/11 3:50,D:,87.44
10.185.2.101,2017/7/11 3:50,C:,71.2
10.185.2.101,2017/7/11 4:05,C:,71.2
10.185.2.101,2017/7/11 4:05,D:,87.44
10.185.2.101,2017/7/11 4:15,D:,87.44
10.185.2.101,2017/7/11 4:15,C:,71.2
10.185.2.101,2017/7/11 4:30,D:,87.44
10.185.2.101,2017/7/11 4:30,C:,71.2
10.185.2.101,2017/7/11 4:40,D:,87.44
10.185.2.101,2017/7/11 4:40,C:,71.2
10.185.2.101,2017/7/11 4:55,C:,71.2
10.185.2.101,2017/7/11 4:55,D:,87.44
10.185.2.101,2017/7/11 5:10,D:,87.44
10.185.2.101,2017/7/11 5:10,C:,71.2
10.185.2.101,2017/7/11 5:20,D:,87.44
10.185.2.101,2017/7/11 5:20,C:,71.2
10.185.2.101,2017/7/11 5:35,D:,87.44
10.185.2.101,2017/7/11 5:35,C:,71.2
10.185.2.101,2017/7/11 5:50,D:,87.44
10.185.2.101,2017/7/11 5:50,C:,71.2
10.185.2.101,2017/7/11 6:00,C:,71.2
10.185.2.101,2017/7/11 6:00,D:,87.44
10.185.2.101,2017/7/11 6:15,D:,87.44
10.185.2.101,2017/7/11 6:15,C:,71.2
10.185.2.101,2017/7/11 6:25,D:,87.44
10.185.2.101,2017/7/11 6:25,C:,71.2
10.185.2.101,2017/7/11 6:40,C:,71.2
10.185.2.101,2017/7/11 6:55,C:,71.2
10.185.2.101,2017/7/11 6:55,D:,87.44
10.185.2.101,2017/7/11 7:05,D:,87.44
10.185.2.101,2017/7/11 7:05,C:,71.2
10.185.2.101,2017/7/11 7:20,D:,87.44
10.185.2.101,2017/7/11 7:20,C:,71.2
10.185.2.101,2017/7/11 7:30,D:,87.44
10.185.2.101,2017/7/11 7:30,C:,71.2
10.185.2.101,2017/7/11 7:45,D:,87.44
10.185.2.101,2017/7/11 7:45,C:,71.2
10.185.2.101,2017/7/11 8:00,D:,87.44
10.185.2.101,2017/7/11 8:00,C:,71.2
10.185.2.101,2017/7/11 8:10,D:,87.44
10.185.2.101,2017/7/11 8:10,C:,71.2
10.185.2.101,2017/7/11 8:25,C:,71.2
10.185.2.101,2017/7/11 8:25,D:,87.44
10.185.2.101,2017/7/11 8:35,C:,71.2
10.185.2.101,2017/7/11 8:35,D:,87.44
10.185.2.101,2017/7/11 8:50,D:,87.44
10.185.2.101,2017/7/11 8:50,C:,71.2
10.185.2.101,2017/7/11 9:05,D:,87.44
10.185.2.101,2017/7/11 9:05,C:,71.2
10.185.2.101,2017/7/11 9:15,C:,71.2
10.185.2.101,2017/7/11 9:15,D:,87.44
10.185.2.101,2017/7/11 9:30,D:,87.44
10.185.2.101,2017/7/11 9:30,C:,71.2
10.185.2.101,2017/7/11 9:40,D:,87.44
10.185.2.101,2017/7/11 9:40,C:,71.2
10.185.2.101,2017/7/11 9:55,D:,87.44
10.185.2.101,2017/7/11 9:55,C:,71.2
10.185.2.101,2017/7/11 10:10,C:,71.2
10.185.2.101,2017/7/11 10:10,D:,87.44
10.185.2.101,2017/7/11 10:20,C:,71.2
10.185.2.101,2017/7/11 10:20,D:,87.44
10.185.2.101,2017/7/11 10:35,D:,87.44
10.185.2.101,2017/7/11 10:35,C:,71.2
10.185.2.101,2017/7/11 10:45,D:,87.44
10.185.2.101,2017/7/11 10:45,C:,71.2
10.185.2.101,2017/7/11 11:00,D:,87.44
10.185.2.101,2017/7/11 11:00,C:,71.2
10.185.2.101,2017/7/11 11:10,D:,87.44
10.185.2.101,2017/7/11 11:10,C:,71.2
10.185.2.101,2017/7/11 11:25,D:,87.44
10.185.2.101,2017/7/11 11:25,C:,71.2
10.185.2.101,2017/7/11 11:40,D:,87.44
10.185.2.101,2017/7/11 11:40,C:,71.2
10.185.2.101,2017/7/11 12:15,C:,71.2
10.185.2.101,2017/7/11 12:15,D:,87.44
10.185.2.101,2017/7/11 12:30,D:,87.44
10.185.2.101,2017/7/11 12:30,C:,71.2
10.185.2.101,2017/7/11 12:40,D:,87.44
10.185.2.101,2017/7/11 12:40,C:,71.2
10.185.2.101,2017/7/11 12:55,D:,87.44
10.185.2.101,2017/7/11 12:55,C:,71.2
10.185.2.101,2017/7/11 13:05,C:,71.2
10.185.2.101,2017/7/11 13:05,D:,87.44
10.185.2.101,2017/7/11 13:20,D:,87.44
10.185.2.101,2017/7/11 13:20,C:,71.2
10.185.2.101,2017/7/11 13:30,C:,71.2
10.185.2.101,2017/7/11 13:30,D:,87.44
10.185.2.101,2017/7/11 13:45,D:,87.44
10.185.2.101,2017/7/11 13:45,C:,71.2
10.185.2.101,2017/7/11 14:00,C:,71.2
10.185.2.101,2017/7/11 14:00,D:,87.44
10.185.2.101,2017/7/11 14:10,C:,71.2
10.185.2.101,2017/7/11 14:10,D:,87.44
10.185.2.101,2017/7/11 14:25,D:,87.44
10.185.2.101,2017/7/11 14:25,C:,71.2
10.185.2.101,2017/7/11 14:35,D:,87.44
10.185.2.101,2017/7/11 14:35,C:,71.2
10.185.2.101,2017/7/11 14:50,D:,87.44
10.185.2.101,2017/7/11 14:50,C:,71.2
10.185.2.101,2017/7/11 15:05,C:,71.2
10.185.2.101,2017/7/11 15:05,D:,87.44
10.185.2.101,2017/7/11 15:15,C:,71.2
10.185.2.101,2017/7/11 15:15,D:,87.44
10.185.2.101,2017/7/11 15:30,D:,87.44
10.185.2.101,2017/7/11 15:30,C:,71.2
10.185.2.101,2017/7/11 15:40,D:,87.44
10.185.2.101,2017/7/11 15:40,C:,71.2
10.185.2.101,2017/7/11 15:55,D:,87.44
10.185.2.101,2017/7/11 15:55,C:,71.2
10.185.2.101,2017/7/11 16:10,C:,71.2
10.185.2.101,2017/7/11 16:10,D:,87.44
10.185.2.101,2017/7/11 16:20,D:,87.44
10.185.2.101,2017/7/11 16:20,C:,71.2
10.185.2.101,2017/7/11 16:35,C:,71.2
10.185.2.101,2017/7/11 16:35,D:,87.44
10.185.2.101,2017/7/11 16:50,D:,87.44
10.185.2.101,2017/7/11 16:50,C:,71.2
10.185.2.101,2017/7/11 17:00,C:,71.2
10.185.2.101,2017/7/11 17:00,D:,87.44
10.185.2.101,2017/7/11 17:15,D:,87.44
10.185.2.101,2017/7/11 17:15,C:,71.2
10.185.2.101,2017/7/11 17:25,D:,87.44
10.185.2.101,2017/7/11 17:25,C:,71.2
10.185.2.101,2017/7/11 17:40,D:,87.44
10.185.2.101,2017/7/11 17:40,C:,71.2
10.185.2.101,2017/7/11 17:50,C:,71.2
10.185.2.101,2017/7/11 17:50,D:,87.44
10.185.2.101,2017/7/11 18:05,C:,71.2
10.185.2.101,2017/7/11 18:05,D:,87.44
10.185.2.101,2017/7/11 18:20,D:,87.44
10.185.2.101,2017/7/11 18:20,C:,71.2
10.185.2.101,2017/7/11 18:30,D:,87.44
10.185.2.101,2017/7/11 18:30,C:,71.2
10.185.2.101,2017/7/11 18:45,C:,71.2
10.185.2.101,2017/7/11 18:45,D:,87.44
10.185.2.101,2017/7/11 19:00,C:,71.2
10.185.2.101,2017/7/11 19:00,D:,87.44
10.185.2.101,2017/7/11 19:10,D:,87.44
10.185.2.101,2017/7/11 19:10,C:,71.2
10.185.2.101,2017/7/11 19:25,D:,87.44
10.185.2.101,2017/7/11 19:25,C:,71.2
10.185.2.101,2017/7/11 19:35,D:,87.44
10.185.2.101,2017/7/11 19:35,C:,71.2
10.185.2.101,2017/7/11 19:50,D:,87.44
10.185.2.101,2017/7/11 19:50,C:,71.2
10.185.2.101,2017/7/11 20:00,D:,87.44
10.185.2.101,2017/7/11 20:00,C:,71.2
10.185.2.101,2017/7/11 20:15,C:,71.2
10.185.2.101,2017/7/11 20:15,D:,87.44
10.185.2.101,2017/7/11 20:30,C:,71.2
10.185.2.101,2017/7/11 20:30,D:,87.44
10.185.2.101,2017/7/11 20:40,C:,71.2
10.185.2.101,2017/7/11 20:40,D:,87.44
10.185.2.101,2017/7/11 20:55,D:,87.44
10.185.2.101,2017/7/11 20:55,C:,71.2
10.185.2.101,2017/7/11 21:05,D:,87.44
10.185.2.101,2017/7/11 21:05,C:,71.2
10.185.2.101,2017/7/11 21:20,D:,87.44
10.185.2.101,2017/7/11 21:20,C:,71.2
10.185.2.101,2017/7/11 21:35,D:,87.44
10.185.2.101,2017/7/11 21:35,C:,71.2
10.185.2.101,2017/7/11 21:45,D:,87.44
10.185.2.101,2017/7/11 21:45,C:,71.2
10.185.2.101,2017/7/11 22:00,D:,87.44
10.185.2.101,2017/7/11 22:00,C:,71.2
10.185.2.101,2017/7/11 22:15,C:,71.2
10.185.2.101,2017/7/11 22:15,D:,87.44
10.185.2.101,2017/7/11 22:25,D:,87.44
10.185.2.101,2017/7/11 22:25,C:,71.2
10.185.2.101,2017/7/11 22:40,C:,71.2
10.185.2.101,2017/7/11 22:40,D:,87.44
10.185.2.101,2017/7/11 22:50,D:,87.44
10.185.2.101,2017/7/11 22:50,C:,71.2
10.185.2.101,2017/7/11 23:05,C:,71.2
10.185.2.101,2017/7/11 23:05,D:,87.44
10.185.2.101,2017/7/11 23:20,C:,71.2
10.185.2.101,2017/7/11 23:20,D:,87.44
10.185.2.101,2017/7/11 23:30,C:,71.2
10.185.2.101,2017/7/11 23:30,D:,87.44
10.185.2.101,2017/7/11 23:45,C:,71.2
10.185.2.101,2017/7/11 23:45,D:,87.44
10.185.2.101,2017/7/11 23:55,D:,87.44
10.185.2.101,2017/7/11 23:55,C:,71.2
10.185.2.101,2017/7/12 0:10,D:,87.44
10.185.2.101,2017/7/12 0:10,C:,71.2
10.185.2.101,2017/7/12 0:25,D:,87.44
10.185.2.101,2017/7/12 0:25,C:,71.2
10.185.2.101,2017/7/12 0:35,C:,71.2
10.185.2.101,2017/7/12 0:35,D:,87.44
10.185.2.101,2017/7/12 0:50,D:,87.44
10.185.2.101,2017/7/12 0:50,C:,71.2
10.185.2.101,2017/7/12 1:00,C:,71.2
10.185.2.101,2017/7/12 1:00,D:,87.44
10.185.2.101,2017/7/12 1:15,D:,87.44
10.185.2.101,2017/7/12 1:15,C:,71.2
10.185.2.101,2017/7/12 1:30,C:,71.2
10.185.2.101,2017/7/12 1:30,D:,87.44
10.185.2.101,2017/7/12 1:40,D:,87.44
10.185.2.101,2017/7/12 1:40,C:,71.2
10.185.2.101,2017/7/12 1:55,D:,87.44
10.185.2.101,2017/7/12 1:55,C:,71.2
10.185.2.101,2017/7/12 2:05,D:,87.44
10.185.2.101,2017/7/12 2:05,C:,71.2
10.185.2.101,2017/7/12 2:20,C:,71.2
10.185.2.101,2017/7/12 2:20,D:,87.44
10.185.2.101,2017/7/12 2:30,C:,71.2
10.185.2.101,2017/7/12 2:30,D:,87.44
10.185.2.101,2017/7/12 2:45,D:,87.44
10.185.2.101,2017/7/12 2:45,C:,71.2
10.185.2.101,2017/7/12 3:00,C:,71.2
10.185.2.101,2017/7/12 3:00,D:,87.44
10.185.2.101,2017/7/12 3:10,C:,71.2
10.185.2.101,2017/7/12 3:10,D:,87.44
10.185.2.101,2017/7/12 3:25,D:,87.44
10.185.2.101,2017/7/12 3:25,C:,71.2
10.185.2.101,2017/7/12 3:40,D:,87.44
10.185.2.101,2017/7/12 3:40,C:,71.2
10.185.2.101,2017/7/12 3:50,D:,87.44
10.185.2.101,2017/7/12 3:50,C:,71.2
10.185.2.101,2017/7/12 4:05,D:,87.44
10.185.2.101,2017/7/12 4:05,C:,71.2
10.185.2.101,2017/7/12 4:15,C:,71.2
10.185.2.101,2017/7/12 4:15,D:,87.44
10.185.2.101,2017/7/12 4:30,C:,71.2
10.185.2.101,2017/7/12 4:30,D:,87.44
10.185.2.101,2017/7/12 4:40,C:,71.2
10.185.2.101,2017/7/12 4:40,D:,87.44
10.185.2.101,2017/7/12 4:55,C:,71.2
10.185.2.101,2017/7/12 4:55,D:,87.44
10.185.2.101,2017/7/12 5:10,D:,87.44
10.185.2.101,2017/7/12 5:10,C:,71.2
10.185.2.101,2017/7/12 5:20,C:,71.2
10.185.2.101,2017/7/12 5:35,C:,71.2
10.185.2.101,2017/7/12 5:35,D:,87.44
10.185.2.101,2017/7/12 5:45,D:,87.44
10.185.2.101,2017/7/12 5:45,C:,71.2
10.185.2.101,2017/7/12 6:00,C:,71.2
10.185.2.101,2017/7/12 6:00,D:,87.44
10.185.2.101,2017/7/12 6:15,C:,71.2
10.185.2.101,2017/7/12 6:15,D:,87.44
10.185.2.101,2017/7/12 6:25,D:,87.44
10.185.2.101,2017/7/12 6:25,C:,71.2
10.185.2.101,2017/7/12 6:40,C:,71.2
10.185.2.101,2017/7/12 6:40,D:,87.44
10.185.2.101,2017/7/12 6:50,C:,71.2
10.185.2.101,2017/7/12 6:50,D:,87.44
10.185.2.101,2017/7/12 7:05,C:,71.2
10.185.2.101,2017/7/12 7:05,D:,87.44
10.185.2.101,2017/7/12 7:20,D:,87.44
10.185.2.101,2017/7/12 7:20,C:,71.2
10.185.2.101,2017/7/12 7:30,D:,87.44
10.185.2.101,2017/7/12 7:30,C:,71.2
10.185.2.101,2017/7/12 7:45,C:,71.2
10.185.2.101,2017/7/12 7:45,D:,87.44
10.185.2.101,2017/7/12 7:55,C:,71.2
10.185.2.101,2017/7/12 7:55,D:,87.44
10.185.2.101,2017/7/12 8:10,D:,87.44
10.185.2.101,2017/7/12 8:25,D:,87.44
10.185.2.101,2017/7/12 8:25,C:,71.2
10.185.2.101,2017/7/12 8:35,D:,87.44
10.185.2.101,2017/7/12 8:35,C:,71.2
10.185.2.101,2017/7/12 8:50,D:,87.44
10.185.2.101,2017/7/12 9:00,C:,71.2
10.185.2.101,2017/7/12 9:00,D:,87.44
10.185.2.101,2017/7/12 9:15,C:,71.2
10.185.2.101,2017/7/12 9:15,D:,87.44
10.185.2.101,2017/7/12 9:30,C:,71.2
10.185.2.101,2017/7/12 9:30,D:,87.44
10.185.2.101,2017/7/12 9:40,D:,87.44
10.185.2.101,2017/7/12 9:40,C:,71.2
10.185.2.101,2017/7/12 9:55,C:,71.2
10.185.2.101,2017/7/12 9:55,D:,87.44
10.185.2.101,2017/7/12 10:05,D:,87.44
10.185.2.101,2017/7/12 10:05,C:,71.2
10.185.2.101,2017/7/12 10:20,C:,71.2
10.185.2.101,2017/7/12 10:20,D:,87.44
10.185.2.101,2017/7/12 10:35,D:,87.44
10.185.2.101,2017/7/12 10:35,C:,71.2
10.185.2.101,2017/7/12 10:45,C:,71.2
10.185.2.101,2017/7/12 10:45,D:,87.44
10.185.2.101,2017/7/12 11:00,D:,87.44
10.185.2.101,2017/7/12 11:00,C:,71.2
10.185.2.101,2017/7/12 11:10,D:,87.44
10.185.2.101,2017/7/12 11:10,C:,71.2
10.185.2.101,2017/7/12 11:25,C:,71.2
10.185.2.101,2017/7/12 11:25,D:,87.44
10.185.2.101,2017/7/12 11:40,C:,71.2
10.185.2.101,2017/7/12 11:40,D:,87.44
10.185.2.101,2017/7/12 12:15,C:,71.2
10.185.2.101,2017/7/12 12:15,D:,87.44
10.185.2.101,2017/7/12 12:30,D:,87.44
10.185.2.101,2017/7/12 12:30,C:,71.2
10.185.2.101,2017/7/12 12:40,D:,87.44
10.185.2.101,2017/7/12 12:40,C:,71.2
10.185.2.101,2017/7/12 12:55,D:,87.44
10.185.2.101,2017/7/12 12:55,C:,71.2
10.185.2.101,2017/7/12 13:05,D:,87.44
10.185.2.101,2017/7/12 13:05,C:,71.2
10.185.2.101,2017/7/12 13:20,C:,71.2
10.185.2.101,2017/7/12 13:20,D:,87.44
10.185.2.101,2017/7/12 13:35,D:,87.44
10.185.2.101,2017/7/12 13:35,C:,71.2
10.185.2.101,2017/7/12 13:45,D:,87.44
10.185.2.101,2017/7/12 13:45,C:,71.2
10.185.2.101,2017/7/12 14:00,C:,71.2
10.185.2.101,2017/7/12 14:00,D:,87.44
10.185.2.101,2017/7/12 14:10,D:,87.44
10.185.2.101,2017/7/12 14:10,C:,71.2
10.185.2.101,2017/7/12 14:25,D:,87.44
10.185.2.101,2017/7/12 14:25,C:,71.2
10.185.2.101,2017/7/12 14:35,D:,87.44
10.185.2.101,2017/7/12 14:35,C:,71.2
10.185.2.101,2017/7/12 14:50,D:,87.44
10.185.2.101,2017/7/12 14:50,C:,71.2
10.185.2.101,2017/7/12 15:05,D:,87.44
10.185.2.101,2017/7/12 15:05,C:,71.2
10.185.2.101,2017/7/12 15:15,D:,87.44
10.185.2.101,2017/7/12 15:15,C:,71.2
10.185.2.101,2017/7/12 15:30,D:,87.44
10.185.2.101,2017/7/12 15:30,C:,71.2
10.185.2.101,2017/7/12 15:40,D:,87.44
10.185.2.101,2017/7/12 15:55,C:,71.2
10.185.2.101,2017/7/12 15:55,D:,87.44
10.185.2.101,2017/7/12 16:10,C:,71.2
10.185.2.101,2017/7/12 16:10,D:,87.44
10.185.2.101,2017/7/12 16:20,D:,87.44
10.185.2.101,2017/7/12 16:20,C:,71.2
10.185.2.101,2017/7/12 16:35,D:,87.44
10.185.2.101,2017/7/12 16:35,C:,71.2
10.185.2.101,2017/7/12 16:45,C:,71.2
10.185.2.101,2017/7/12 16:45,D:,87.44
10.185.2.101,2017/7/12 17:00,D:,87.44
10.185.2.101,2017/7/12 17:00,C:,71.2
10.185.2.101,2017/7/12 17:15,C:,71.2
10.185.2.101,2017/7/12 17:15,D:,87.44
10.185.2.101,2017/7/12 17:25,D:,87.44
10.185.2.101,2017/7/12 17:25,C:,71.2
10.185.2.101,2017/7/12 17:40,C:,71.2
10.185.2.101,2017/7/12 17:40,D:,87.44
10.185.2.101,2017/7/12 17:50,D:,87.44
10.185.2.101,2017/7/12 17:50,C:,71.2
10.185.2.101,2017/7/12 18:05,C:,71.2
10.185.2.101,2017/7/12 18:05,D:,87.44
10.185.2.101,2017/7/12 18:20,D:,87.44
10.185.2.101,2017/7/12 18:20,C:,71.2
10.185.2.101,2017/7/12 18:30,D:,87.44
10.185.2.101,2017/7/12 18:30,C:,71.2
10.185.2.101,2017/7/12 18:45,C:,71.2
10.185.2.101,2017/7/12 18:45,D:,87.44
10.185.2.101,2017/7/12 18:55,C:,71.2
10.185.2.101,2017/7/12 18:55,D:,87.44
10.185.2.101,2017/7/12 19:10,C:,71.2
10.185.2.101,2017/7/12 19:10,D:,87.44
10.185.2.101,2017/7/12 19:25,C:,71.2
10.185.2.101,2017/7/12 19:25,D:,87.44
10.185.2.101,2017/7/12 19:35,C:,71.2
10.185.2.101,2017/7/12 19:35,D:,87.44
10.185.2.101,2017/7/12 19:50,D:,87.44
10.185.2.101,2017/7/12 19:50,C:,71.2
10.185.2.101,2017/7/12 20:00,D:,87.44
10.185.2.101,2017/7/12 20:00,C:,71.2
10.185.2.101,2017/7/12 20:15,C:,71.2
10.185.2.101,2017/7/12 20:15,D:,87.44
10.185.2.101,2017/7/12 20:30,D:,87.44
10.185.2.101,2017/7/12 20:30,C:,71.2
10.185.2.101,2017/7/12 20:40,D:,87.44
10.185.2.101,2017/7/12 20:40,C:,71.2
10.185.2.101,2017/7/12 20:55,D:,87.44
10.185.2.101,2017/7/12 20:55,C:,71.2
10.185.2.101,2017/7/12 21:05,C:,71.2
10.185.2.101,2017/7/12 21:05,D:,87.44
10.185.2.101,2017/7/12 21:20,D:,87.44
10.185.2.101,2017/7/12 21:20,C:,71.2
10.185.2.101,2017/7/12 21:35,D:,87.44
10.185.2.101,2017/7/12 21:35,C:,71.2
10.185.2.101,2017/7/12 21:45,D:,87.44
10.185.2.101,2017/7/12 21:45,C:,71.2
10.185.2.101,2017/7/12 22:00,C:,71.2
10.185.2.101,2017/7/12 22:00,D:,87.44
10.185.2.101,2017/7/12 22:10,C:,71.2
10.185.2.101,2017/7/12 22:10,D:,87.44
10.185.2.101,2017/7/12 22:25,C:,71.2
10.185.2.101,2017/7/12 22:25,D:,87.44
10.185.2.101,2017/7/12 22:40,D:,87.44
10.185.2.101,2017/7/12 22:40,C:,71.2
10.185.2.101,2017/7/12 22:50,C:,71.2
10.185.2.101,2017/7/12 23:05,C:,71.2
10.185.2.101,2017/7/12 23:05,D:,87.44
10.185.2.101,2017/7/12 23:15,C:,71.2
10.185.2.101,2017/7/12 23:15,D:,87.44
10.185.2.101,2017/7/12 23:30,C:,71.2
10.185.2.101,2017/7/12 23:30,D:,87.44
10.185.2.101,2017/7/12 23:45,C:,71.2
10.185.2.101,2017/7/12 23:45,D:,87.44
10.185.2.101,2017/7/12 23:55,D:,87.44
10.185.2.101,2017/7/12 23:55,C:,71.2
10.185.2.101,2017/7/13 0:10,D:,87.44
10.185.2.101,2017/7/13 0:10,C:,71.2
10.185.2.101,2017/7/13 0:25,C:,71.2
10.185.2.101,2017/7/13 0:25,D:,87.44
10.185.2.101,2017/7/13 0:35,C:,71.2
10.185.2.101,2017/7/13 0:35,D:,87.44
10.185.2.101,2017/7/13 0:50,D:,87.44
10.185.2.101,2017/7/13 0:50,C:,71.2
10.185.2.101,2017/7/13 1:00,C:,71.2
10.185.2.101,2017/7/13 1:00,D:,87.44
10.185.2.101,2017/7/13 1:15,C:,71.2
10.185.2.101,2017/7/13 1:15,D:,87.44
10.185.2.101,2017/7/13 1:25,C:,71.2
10.185.2.101,2017/7/13 1:25,D:,87.44
10.185.2.101,2017/7/13 1:40,C:,71.2
10.185.2.101,2017/7/13 1:40,D:,87.44
10.185.2.101,2017/7/13 1:55,C:,71.2
10.185.2.101,2017/7/13 1:55,D:,87.44
10.185.2.101,2017/7/13 2:05,D:,87.44
10.185.2.101,2017/7/13 2:05,C:,71.2
10.185.2.101,2017/7/13 2:20,D:,87.44
10.185.2.101,2017/7/13 2:20,C:,71.2
10.185.2.101,2017/7/13 2:30,C:,71.2
10.185.2.101,2017/7/13 2:30,D:,87.44
10.185.2.101,2017/7/13 2:45,D:,87.44
10.185.2.101,2017/7/13 2:45,C:,71.2
10.185.2.101,2017/7/13 3:00,C:,71.2
10.185.2.101,2017/7/13 3:00,D:,87.44
10.185.2.101,2017/7/13 3:10,D:,87.44
10.185.2.101,2017/7/13 3:10,C:,71.2
10.185.2.101,2017/7/13 3:25,D:,87.44
10.185.2.101,2017/7/13 3:25,C:,71.2
10.185.2.101,2017/7/13 3:35,D:,87.44
10.185.2.101,2017/7/13 3:35,C:,71.2
10.185.2.101,2017/7/13 3:50,D:,87.44
10.185.2.101,2017/7/13 3:50,C:,71.2
10.185.2.101,2017/7/13 4:05,C:,71.2
10.185.2.101,2017/7/13 4:05,D:,87.44
10.185.2.101,2017/7/13 4:15,D:,87.44
10.185.2.101,2017/7/13 4:15,C:,71.2
10.185.2.101,2017/7/13 4:30,C:,71.2
10.185.2.101,2017/7/13 4:30,D:,87.44
10.185.2.101,2017/7/13 4:40,D:,87.44
10.185.2.101,2017/7/13 4:40,C:,71.2
10.185.2.101,2017/7/13 4:55,D:,87.44
10.185.2.101,2017/7/13 4:55,C:,71.2
10.185.2.101,2017/7/13 5:10,D:,87.44
10.185.2.101,2017/7/13 5:10,C:,71.2
10.185.2.101,2017/7/13 5:20,D:,87.44
10.185.2.101,2017/7/13 5:20,C:,71.2
10.185.2.101,2017/7/13 5:35,D:,87.44
10.185.2.101,2017/7/13 5:35,C:,71.2
10.185.2.101,2017/7/13 5:45,D:,87.44
10.185.2.101,2017/7/13 5:45,C:,71.2
10.185.2.101,2017/7/13 6:00,C:,71.2
10.185.2.101,2017/7/13 6:00,D:,87.44
10.185.2.101,2017/7/13 6:15,D:,87.44
10.185.2.101,2017/7/13 6:15,C:,71.2
10.185.2.101,2017/7/13 6:25,C:,71.2
10.185.2.101,2017/7/13 6:25,D:,87.44
10.185.2.101,2017/7/13 6:40,D:,87.44
10.185.2.101,2017/7/13 6:40,C:,71.2
10.185.2.101,2017/7/13 6:50,C:,71.2
10.185.2.101,2017/7/13 6:50,D:,87.44
10.185.2.101,2017/7/13 7:05,D:,87.44
10.185.2.101,2017/7/13 7:05,C:,71.2
10.185.2.101,2017/7/13 7:20,C:,71.2
10.185.2.101,2017/7/13 7:20,D:,87.44
10.185.2.101,2017/7/13 7:30,C:,71.2
10.185.2.101,2017/7/13 7:30,D:,87.44
10.185.2.101,2017/7/13 7:45,C:,71.2
10.185.2.101,2017/7/13 7:45,D:,87.44
10.185.2.101,2017/7/13 7:55,D:,87.44
10.185.2.101,2017/7/13 7:55,C:,71.2
10.185.2.101,2017/7/13 8:10,D:,87.44
10.185.2.101,2017/7/13 8:10,C:,71.2
10.185.2.101,2017/7/13 8:25,D:,87.44
10.185.2.101,2017/7/13 8:25,C:,71.2
10.185.2.101,2017/7/13 8:35,C:,71.2
10.185.2.101,2017/7/13 8:35,D:,87.44
10.185.2.101,2017/7/13 8:50,D:,87.44
10.185.2.101,2017/7/13 8:50,C:,71.2
10.185.2.101,2017/7/13 9:05,C:,71.2
10.185.2.101,2017/7/13 9:05,D:,87.44
10.185.2.101,2017/7/13 9:15,C:,71.2
10.185.2.101,2017/7/13 9:15,D:,87.44
10.185.2.101,2017/7/13 9:30,C:,71.2
10.185.2.101,2017/7/13 9:30,D:,87.44
10.185.2.101,2017/7/13 9:40,D:,87.44
10.185.2.101,2017/7/13 9:40,C:,71.2
10.185.2.101,2017/7/13 9:55,C:,71.2
10.185.2.101,2017/7/13 9:55,D:,87.44
10.185.2.101,2017/7/13 10:05,C:,71.2
10.185.2.101,2017/7/13 10:05,D:,87.44
10.185.2.101,2017/7/13 10:20,C:,71.2
10.185.2.101,2017/7/13 10:20,D:,87.44
10.185.2.101,2017/7/13 10:35,C:,71.2
10.185.2.101,2017/7/13 10:35,D:,87.44
10.185.2.101,2017/7/13 10:45,D:,87.44
10.185.2.101,2017/7/13 10:45,C:,71.2
10.185.2.101,2017/7/13 11:00,D:,87.44
10.185.2.101,2017/7/13 11:00,C:,71.2
10.185.2.101,2017/7/13 11:10,D:,87.44
10.185.2.101,2017/7/13 11:10,C:,71.2
10.185.2.101,2017/7/13 11:25,D:,87.44
10.185.2.101,2017/7/13 11:40,C:,71.2
10.185.2.101,2017/7/13 11:40,D:,87.44
10.185.2.101,2017/7/13 12:15,D:,87.44
10.185.2.101,2017/7/13 12:15,C:,71.2
10.185.2.101,2017/7/13 12:30,C:,71.2
10.185.2.101,2017/7/13 12:30,D:,87.44
10.185.2.101,2017/7/13 12:40,D:,87.44
10.185.2.101,2017/7/13 12:40,C:,71.2
10.185.2.101,2017/7/13 12:55,C:,71.2
10.185.2.101,2017/7/13 12:55,D:,87.44
10.185.2.101,2017/7/13 13:05,D:,87.44
10.185.2.101,2017/7/13 13:05,C:,71.2
10.185.2.101,2017/7/13 13:20,C:,71.2
10.185.2.101,2017/7/13 13:20,D:,87.44
10.185.2.101,2017/7/13 13:35,D:,87.44
10.185.2.101,2017/7/13 13:35,C:,71.2
10.185.2.101,2017/7/13 13:45,C:,71.2
10.185.2.101,2017/7/13 13:45,D:,87.44
10.185.2.101,2017/7/13 14:00,C:,71.2
10.185.2.101,2017/7/13 14:00,D:,87.44
10.185.2.101,2017/7/13 14:10,C:,71.2
10.185.2.101,2017/7/13 14:10,D:,87.44
10.185.2.101,2017/7/13 14:25,C:,71.2
10.185.2.101,2017/7/13 14:25,D:,87.44
10.185.2.101,2017/7/13 14:35,D:,87.44
10.185.2.101,2017/7/13 14:35,C:,71.2
10.185.2.101,2017/7/13 14:50,D:,87.44
10.185.2.101,2017/7/13 14:50,C:,71.2
10.185.2.101,2017/7/13 15:05,D:,87.44
10.185.2.101,2017/7/13 15:05,C:,71.2
10.185.2.101,2017/7/13 15:15,C:,71.2
10.185.2.101,2017/7/13 15:15,D:,87.44
10.185.2.101,2017/7/13 15:30,D:,87.44
