IP地址,采集时间,磁盘,磁盘使用率
10.185.2.101,2017/6/23 2:05,C:,71.2
10.185.2.101,2017/6/23 2:05,D:,87.44
10.185.2.101,2017/6/23 2:20,C:,71.2
10.185.2.101,2017/6/23 2:20,D:,87.44
10.185.2.101,2017/6/23 2:30,D:,87.44
10.185.2.101,2017/6/23 2:30,C:,71.2
10.185.2.101,2017/6/23 2:45,C:,71.2
10.185.2.101,2017/6/23 2:45,D:,87.44
10.185.2.101,2017/6/23 3:00,C:,71.2
10.185.2.101,2017/6/23 3:00,D:,87.44
10.185.2.101,2017/6/23 3:10,C:,71.2
10.185.2.101,2017/6/23 3:10,D:,87.44
10.185.2.101,2017/6/23 3:25,D:,87.44
10.185.2.101,2017/6/23 3:25,C:,71.2
10.185.2.101,2017/6/23 3:35,D:,87.44
10.185.2.101,2017/6/23 3:35,C:,71.2
10.185.2.101,2017/6/23 3:50,C:,71.2
10.185.2.101,2017/6/23 3:50,D:,87.44
10.185.2.101,2017/6/23 4:05,C:,71.2
10.185.2.101,2017/6/23 4:05,D:,87.44
10.185.2.101,2017/6/23 4:15,C:,71.2
10.185.2.101,2017/6/23 4:15,D:,87.44
10.185.2.101,2017/6/23 4:30,D:,87.44
10.185.2.101,2017/6/23 4:30,C:,71.2
10.185.2.101,2017/6/23 4:40,C:,71.2
10.185.2.101,2017/6/23 4:40,D:,87.44
10.185.2.101,2017/6/23 4:55,C:,71.2
10.185.2.101,2017/6/23 4:55,D:,87.44
10.185.2.101,2017/6/23 5:10,C:,71.2
10.185.2.101,2017/6/23 5:10,D:,87.44
10.185.2.101,2017/6/23 5:20,D:,87.44
10.185.2.101,2017/6/23 5:20,C:,71.2
10.185.2.101,2017/6/23 5:35,C:,71.2
10.185.2.101,2017/6/23 5:35,D:,87.44
10.185.2.101,2017/6/23 5:45,C:,71.2
10.185.2.101,2017/6/23 5:45,D:,87.44
10.185.2.101,2017/6/23 6:00,D:,87.44
10.185.2.101,2017/6/23 6:00,C:,71.2
10.185.2.101,2017/6/23 6:15,D:,87.44
10.185.2.101,2017/6/23 6:15,C:,71.2
10.185.2.101,2017/6/23 6:25,C:,71.2
10.185.2.101,2017/6/23 6:25,D:,87.44
10.185.2.101,2017/6/23 6:40,C:,71.2
10.185.2.101,2017/6/23 6:40,D:,87.44
10.185.2.101,2017/6/23 6:50,C:,71.2
10.185.2.101,2017/6/23 6:50,D:,87.44
10.185.2.101,2017/6/23 7:05,D:,87.44
10.185.2.101,2017/6/23 7:05,C:,71.2
10.185.2.101,2017/6/23 7:20,D:,87.44
10.185.2.101,2017/6/23 7:20,C:,71.2
10.185.2.101,2017/6/23 7:30,D:,87.44
10.185.2.101,2017/6/23 7:30,C:,71.2
10.185.2.101,2017/6/23 7:45,C:,71.2
10.185.2.101,2017/6/23 7:45,D:,87.44
10.185.2.101,2017/6/23 7:55,D:,87.44
10.185.2.101,2017/6/23 7:55,C:,71.2
10.185.2.101,2017/6/23 8:10,C:,71.2
10.185.2.101,2017/6/23 8:10,D:,87.44
10.185.2.101,2017/6/23 8:25,C:,71.2
10.185.2.101,2017/6/23 8:25,D:,87.44
10.185.2.101,2017/6/23 8:35,D:,87.44
10.185.2.101,2017/6/23 8:35,C:,71.2
10.185.2.101,2017/6/23 8:50,D:,87.44
10.185.2.101,2017/6/23 8:50,C:,71.2
10.185.2.101,2017/6/23 9:00,D:,87.44
10.185.2.101,2017/6/23 9:00,C:,71.2
10.185.2.101,2017/6/23 9:15,D:,87.44
10.185.2.101,2017/6/23 9:15,C:,71.2
10.185.2.101,2017/6/23 9:30,C:,71.2
10.185.2.101,2017/6/23 9:30,D:,87.44
10.185.2.101,2017/6/23 9:40,D:,87.44
10.185.2.101,2017/6/23 9:40,C:,71.2
10.185.2.101,2017/6/23 9:55,C:,71.2
10.185.2.101,2017/6/23 9:55,D:,87.44
10.185.2.101,2017/6/23 10:05,D:,87.44
10.185.2.101,2017/6/23 10:05,C:,71.2
10.185.2.101,2017/6/23 10:20,D:,87.44
10.185.2.101,2017/6/23 10:20,C:,71.2
10.185.2.101,2017/6/23 10:35,D:,87.44
10.185.2.101,2017/6/23 10:35,C:,71.2
10.185.2.101,2017/6/23 10:45,C:,71.2
10.185.2.101,2017/6/23 10:45,D:,87.44
10.185.2.101,2017/6/23 11:00,D:,87.44
10.185.2.101,2017/6/23 11:00,C:,71.2
10.185.2.101,2017/6/23 11:10,D:,87.44
10.185.2.101,2017/6/23 11:10,C:,71.2
10.185.2.101,2017/6/23 11:25,D:,87.44
10.185.2.101,2017/6/23 11:25,C:,71.2
10.185.2.101,2017/6/23 11:40,C:,71.2
10.185.2.101,2017/6/23 11:40,D:,87.44
10.185.2.101,2017/6/23 12:00,D:,87.44
10.185.2.101,2017/6/23 12:15,C:,71.2
10.185.2.101,2017/6/23 12:15,D:,87.44
10.185.2.101,2017/6/23 12:25,D:,87.44
10.185.2.101,2017/6/23 12:25,C:,71.2
10.185.2.101,2017/6/23 12:40,D:,87.44
10.185.2.101,2017/6/23 12:40,C:,71.2
10.185.2.101,2017/6/23 12:55,C:,71.2
10.185.2.101,2017/6/23 12:55,D:,87.44
10.185.2.101,2017/6/23 13:05,C:,71.2
10.185.2.101,2017/6/23 13:05,D:,87.44
10.185.2.101,2017/6/23 13:20,D:,87.44
10.185.2.101,2017/6/23 13:20,C:,71.2
10.185.2.101,2017/6/23 13:30,D:,87.44
10.185.2.101,2017/6/23 13:30,C:,71.2
10.185.2.101,2017/6/23 13:45,C:,71.2
10.185.2.101,2017/6/23 13:45,D:,87.44
10.185.2.101,2017/6/23 14:00,D:,87.44
10.185.2.101,2017/6/23 14:00,C:,71.2
10.185.2.101,2017/6/23 14:10,D:,87.44
10.185.2.101,2017/6/23 14:10,C:,71.2
10.185.2.101,2017/6/23 14:25,D:,87.44
10.185.2.101,2017/6/23 14:25,C:,71.2
10.185.2.101,2017/6/23 14:35,C:,71.2
10.185.2.101,2017/6/23 14:35,D:,87.44
10.185.2.101,2017/6/23 14:50,D:,87.44
10.185.2.101,2017/6/23 14:50,C:,71.2
10.185.2.101,2017/6/23 15:05,D:,87.44
10.185.2.101,2017/6/23 15:05,C:,71.2
10.185.2.101,2017/6/23 15:15,C:,71.2
10.185.2.101,2017/6/23 15:15,D:,87.44
10.185.2.101,2017/6/23 15:30,D:,87.44
10.185.2.101,2017/6/23 15:30,C:,71.2
10.185.2.101,2017/6/23 15:40,D:,87.44
10.185.2.101,2017/6/23 15:40,C:,71.2
10.185.2.101,2017/6/23 15:55,C:,71.2
10.185.2.101,2017/6/23 15:55,D:,87.44
10.185.2.101,2017/6/23 16:10,D:,87.44
10.185.2.101,2017/6/23 16:10,C:,71.2
10.185.2.101,2017/6/23 16:20,D:,87.44
10.185.2.101,2017/6/23 16:20,C:,71.2
10.185.2.101,2017/6/23 16:35,D:,87.44
10.185.2.101,2017/6/23 16:35,C:,71.2
10.185.2.101,2017/6/23 16:45,C:,71.2
10.185.2.101,2017/6/23 16:45,D:,87.44
10.185.2.101,2017/6/23 17:00,D:,87.44
10.185.2.101,2017/6/23 17:00,C:,71.2
10.185.2.101,2017/6/23 17:15,C:,71.2
10.185.2.101,2017/6/23 17:15,D:,87.44
10.185.2.101,2017/6/23 17:25,C:,71.2
10.185.2.101,2017/6/23 17:25,D:,87.44
10.185.2.101,2017/6/23 17:40,C:,71.2
10.185.2.101,2017/6/23 17:40,D:,87.44
10.185.2.101,2017/6/23 17:50,C:,71.2
10.185.2.101,2017/6/23 17:50,D:,87.44
10.185.2.101,2017/6/23 18:05,D:,87.44
10.185.2.101,2017/6/23 18:05,C:,71.2
10.185.2.101,2017/6/23 18:20,C:,71.2
10.185.2.101,2017/6/23 18:20,D:,87.44
10.185.2.101,2017/6/23 18:30,D:,87.44
10.185.2.101,2017/6/23 18:30,C:,71.2
10.185.2.101,2017/6/23 18:45,D:,87.44
10.185.2.101,2017/6/23 18:45,C:,71.2
10.185.2.101,2017/6/23 18:55,D:,87.44
10.185.2.101,2017/6/23 18:55,C:,71.2
10.185.2.101,2017/6/23 19:10,D:,87.44
10.185.2.101,2017/6/23 19:10,C:,71.2
10.185.2.101,2017/6/23 19:25,D:,87.44
10.185.2.101,2017/6/23 19:25,C:,71.2
10.185.2.101,2017/6/23 19:35,D:,87.44
10.185.2.101,2017/6/23 19:35,C:,71.2
10.185.2.101,2017/6/23 19:50,C:,71.2
10.185.2.101,2017/6/23 19:50,D:,87.44
10.185.2.101,2017/6/23 20:00,C:,71.2
10.185.2.101,2017/6/23 20:00,D:,87.44
10.185.2.101,2017/6/23 20:15,D:,87.44
10.185.2.101,2017/6/23 20:15,C:,71.2
10.185.2.101,2017/6/23 20:30,D:,87.44
10.185.2.101,2017/6/23 20:30,C:,71.2
10.185.2.101,2017/6/23 20:40,C:,71.2
10.185.2.101,2017/6/23 20:40,D:,87.44
10.185.2.101,2017/6/23 20:55,D:,87.44
10.185.2.101,2017/6/23 20:55,C:,71.2
10.185.2.101,2017/6/23 21:05,D:,87.44
10.185.2.101,2017/6/23 21:05,C:,71.2
10.185.2.101,2017/6/23 21:20,C:,71.2
10.185.2.101,2017/6/23 21:20,D:,87.44
10.185.2.101,2017/6/23 21:35,D:,87.44
10.185.2.101,2017/6/23 21:35,C:,71.2
10.185.2.101,2017/6/23 21:45,C:,71.2
10.185.2.101,2017/6/23 21:45,D:,87.44
10.185.2.101,2017/6/23 22:00,C:,71.2
10.185.2.101,2017/6/23 22:00,D:,87.44
10.185.2.101,2017/6/23 22:10,D:,87.44
10.185.2.101,2017/6/23 22:10,C:,71.2
10.185.2.101,2017/6/23 22:25,C:,71.2
10.185.2.101,2017/6/23 22:25,D:,87.44
10.185.2.101,2017/6/23 22:40,D:,87.44
10.185.2.101,2017/6/23 22:40,C:,71.2
10.185.2.101,2017/6/23 22:50,D:,87.44
10.185.2.101,2017/6/23 22:50,C:,71.2
10.185.2.101,2017/6/23 23:05,D:,87.44
10.185.2.101,2017/6/23 23:05,C:,71.2
10.185.2.101,2017/6/23 23:15,C:,71.2
10.185.2.101,2017/6/23 23:15,D:,87.44
10.185.2.101,2017/6/23 23:30,D:,87.44
10.185.2.101,2017/6/23 23:30,C:,71.2
10.185.2.101,2017/6/23 23:45,C:,71.2
10.185.2.101,2017/6/23 23:45,D:,87.44
10.185.2.101,2017/6/23 23:55,C:,71.2
10.185.2.101,2017/6/23 23:55,D:,87.44
10.185.2.101,2017/6/24 0:10,C:,71.2
10.185.2.101,2017/6/24 0:10,D:,87.44
10.185.2.101,2017/6/24 0:20,C:,71.2
10.185.2.101,2017/6/24 0:20,D:,87.44
10.185.2.101,2017/6/24 0:35,C:,71.2
10.185.2.101,2017/6/24 0:35,D:,87.44
10.185.2.101,2017/6/24 0:50,D:,87.44
10.185.2.101,2017/6/24 0:50,C:,71.2
10.185.2.101,2017/6/24 1:00,D:,87.44
10.185.2.101,2017/6/24 1:00,C:,71.2
10.185.2.101,2017/6/24 1:15,C:,71.2
10.185.2.101,2017/6/24 1:15,D:,87.44
10.185.2.101,2017/6/24 1:25,C:,71.2
10.185.2.101,2017/6/24 1:25,D:,87.44
10.185.2.101,2017/6/24 1:40,D:,87.44
10.185.2.101,2017/6/24 1:40,C:,71.2
10.185.2.101,2017/6/24 1:55,D:,87.44
10.185.2.101,2017/6/24 1:55,C:,71.2
10.185.2.101,2017/6/24 2:05,C:,71.2
10.185.2.101,2017/6/24 2:05,D:,87.44
10.185.2.101,2017/6/24 2:20,D:,87.44
10.185.2.101,2017/6/24 2:20,C:,71.2
10.185.2.101,2017/6/24 2:30,D:,87.44
10.185.2.101,2017/6/24 2:30,C:,71.2
10.185.2.101,2017/6/24 2:45,C:,71.2
10.185.2.101,2017/6/24 2:45,D:,87.44
10.185.2.101,2017/6/24 3:00,C:,71.2
10.185.2.101,2017/6/24 3:00,D:,87.44
10.185.2.101,2017/6/24 3:10,D:,87.44
10.185.2.101,2017/6/24 3:10,C:,71.2
10.185.2.101,2017/6/24 3:25,C:,71.2
10.185.2.101,2017/6/24 3:25,D:,87.44
10.185.2.101,2017/6/24 3:35,D:,87.44
10.185.2.101,2017/6/24 3:35,C:,71.2
10.185.2.101,2017/6/24 3:50,C:,71.2
10.185.2.101,2017/6/24 3:50,D:,87.44
10.185.2.101,2017/6/24 4:05,C:,71.2
10.185.2.101,2017/6/24 4:05,D:,87.44
10.185.2.101,2017/6/24 4:15,C:,71.2
10.185.2.101,2017/6/24 4:15,D:,87.44
10.185.2.101,2017/6/24 4:30,C:,71.2
10.185.2.101,2017/6/24 4:30,D:,87.44
10.185.2.101,2017/6/24 4:40,D:,87.44
10.185.2.101,2017/6/24 4:40,C:,71.2
10.185.2.101,2017/6/24 4:55,C:,71.2
10.185.2.101,2017/6/24 4:55,D:,87.44
10.185.2.101,2017/6/24 5:10,D:,87.44
10.185.2.101,2017/6/24 5:10,C:,71.2
10.185.2.101,2017/6/24 5:20,D:,87.44
10.185.2.101,2017/6/24 5:20,C:,71.2
10.185.2.101,2017/6/24 5:35,C:,71.2
10.185.2.101,2017/6/24 5:35,D:,87.44
10.185.2.101,2017/6/24 5:45,D:,87.44
10.185.2.101,2017/6/24 5:45,C:,71.2
10.185.2.101,2017/6/24 6:00,C:,71.2
10.185.2.101,2017/6/24 6:00,D:,87.44
10.185.2.101,2017/6/24 6:15,C:,71.2
10.185.2.101,2017/6/24 6:15,D:,87.44
10.185.2.101,2017/6/24 6:25,D:,87.44
10.185.2.101,2017/6/24 6:25,C:,71.2
10.185.2.101,2017/6/24 6:40,D:,87.44
10.185.2.101,2017/6/24 6:40,C:,71.2
10.185.2.101,2017/6/24 6:50,D:,87.44
10.185.2.101,2017/6/24 6:50,C:,71.2
10.185.2.101,2017/6/24 7:05,D:,87.44
10.185.2.101,2017/6/24 7:05,C:,71.2
10.185.2.101,2017/6/24 7:20,D:,87.44
10.185.2.101,2017/6/24 7:20,C:,71.2
10.185.2.101,2017/6/24 7:30,D:,87.44
10.185.2.101,2017/6/24 7:30,C:,71.2
10.185.2.101,2017/6/24 7:45,C:,71.2
10.185.2.101,2017/6/24 7:45,D:,87.44
10.185.2.101,2017/6/24 7:55,D:,87.44
10.185.2.101,2017/6/24 7:55,C:,71.2
10.185.2.101,2017/6/24 8:10,C:,71.2
10.185.2.101,2017/6/24 8:10,D:,87.44
10.185.2.101,2017/6/24 8:25,D:,87.44
10.185.2.101,2017/6/24 8:25,C:,71.2
10.185.2.101,2017/6/24 8:35,D:,87.44
10.185.2.101,2017/6/24 8:35,C:,71.2
10.185.2.101,2017/6/24 8:50,C:,71.2
10.185.2.101,2017/6/24 8:50,D:,87.44
10.185.2.101,2017/6/24 9:00,D:,87.44
10.185.2.101,2017/6/24 9:00,C:,71.2
10.185.2.101,2017/6/24 9:15,C:,71.2
10.185.2.101,2017/6/24 9:15,D:,87.44
10.185.2.101,2017/6/24 9:30,C:,71.2
10.185.2.101,2017/6/24 9:30,D:,87.44
10.185.2.101,2017/6/24 9:40,D:,87.44
10.185.2.101,2017/6/24 9:40,C:,71.2
10.185.2.101,2017/6/24 9:55,D:,87.44
10.185.2.101,2017/6/24 9:55,C:,71.2
10.185.2.101,2017/6/24 10:05,C:,71.2
10.185.2.101,2017/6/24 10:05,D:,87.44
10.185.2.101,2017/6/24 10:20,D:,87.44
10.185.2.101,2017/6/24 10:20,C:,71.2
10.185.2.101,2017/6/24 10:35,C:,71.2
10.185.2.101,2017/6/24 10:35,D:,87.44
10.185.2.101,2017/6/24 10:45,C:,71.2
10.185.2.101,2017/6/24 10:45,D:,87.44
10.185.2.101,2017/6/24 11:00,C:,71.2
10.185.2.101,2017/6/24 11:00,D:,87.44
10.185.2.101,2017/6/24 11:10,C:,71.2
10.185.2.101,2017/6/24 11:10,D:,87.44
10.185.2.101,2017/6/24 11:25,D:,87.44
10.185.2.101,2017/6/24 11:25,C:,71.2
10.185.2.101,2017/6/24 11:40,D:,87.44
10.185.2.101,2017/6/24 11:40,C:,71.2
10.185.2.101,2017/6/24 12:00,D:,87.44
10.185.2.101,2017/6/24 12:15,C:,71.2
10.185.2.101,2017/6/24 12:15,D:,87.44
10.185.2.101,2017/6/24 12:25,C:,71.2
10.185.2.101,2017/6/24 12:25,D:,87.44
10.185.2.101,2017/6/24 12:40,D:,87.44
10.185.2.101,2017/6/24 12:40,C:,71.2
10.185.2.101,2017/6/24 12:55,D:,87.44
10.185.2.101,2017/6/24 12:55,C:,71.2
10.185.2.101,2017/6/24 13:05,C:,71.2
10.185.2.101,2017/6/24 13:05,D:,87.44
10.185.2.101,2017/6/24 13:20,C:,71.2
10.185.2.101,2017/6/24 13:20,D:,87.44
10.185.2.101,2017/6/24 13:30,C:,71.2
10.185.2.101,2017/6/24 13:30,D:,87.44
10.185.2.101,2017/6/24 13:45,D:,87.44
10.185.2.101,2017/6/24 13:45,C:,71.2
10.185.2.101,2017/6/24 14:00,D:,87.44
10.185.2.101,2017/6/24 14:00,C:,71.2
10.185.2.101,2017/6/24 14:10,D:,87.44
10.185.2.101,2017/6/24 14:10,C:,71.2
10.185.2.101,2017/6/24 14:25,D:,87.44
10.185.2.101,2017/6/24 14:25,C:,71.2
10.185.2.101,2017/6/24 14:35,C:,71.2
10.185.2.101,2017/6/24 14:35,D:,87.44
10.185.2.101,2017/6/24 14:50,D:,87.44
10.185.2.101,2017/6/24 14:50,C:,71.2
10.185.2.101,2017/6/24 15:05,D:,87.44
10.185.2.101,2017/6/24 15:05,C:,71.2
10.185.2.101,2017/6/24 15:15,C:,71.2
10.185.2.101,2017/6/24 15:15,D:,87.44
10.185.2.101,2017/6/24 15:30,D:,87.44
10.185.2.101,2017/6/24 15:30,C:,71.2
10.185.2.101,2017/6/24 15:40,C:,71.2
10.185.2.101,2017/6/24 15:40,D:,87.44
10.185.2.101,2017/6/24 15:55,D:,87.44
10.185.2.101,2017/6/24 15:55,C:,71.2
10.185.2.101,2017/6/24 16:10,C:,71.2
10.185.2.101,2017/6/24 16:10,D:,87.44
10.185.2.101,2017/6/24 16:20,D:,87.44
10.185.2.101,2017/6/24 16:20,C:,71.2
10.185.2.101,2017/6/24 16:35,D:,87.44
10.185.2.101,2017/6/24 16:35,C:,71.2
10.185.2.101,2017/6/24 16:45,C:,71.2
10.185.2.101,2017/6/24 16:45,D:,87.44
10.185.2.101,2017/6/24 17:00,D:,87.44
10.185.2.101,2017/6/24 17:00,C:,71.2
10.185.2.101,2017/6/24 17:15,D:,87.44
10.185.2.101,2017/6/24 17:15,C:,71.2
10.185.2.101,2017/6/24 17:25,D:,87.44
10.185.2.101,2017/6/24 17:25,C:,71.2
10.185.2.101,2017/6/24 17:40,D:,87.44
10.185.2.101,2017/6/24 17:40,C:,71.2
10.185.2.101,2017/6/24 17:50,D:,87.44
10.185.2.101,2017/6/24 17:50,C:,71.2
10.185.2.101,2017/6/24 18:05,C:,71.2
10.185.2.101,2017/6/24 18:05,D:,87.44
10.185.2.101,2017/6/24 18:20,D:,87.44
10.185.2.101,2017/6/24 18:20,C:,71.2
10.185.2.101,2017/6/24 18:30,D:,87.44
10.185.2.101,2017/6/24 18:30,C:,71.2
10.185.2.101,2017/6/24 18:45,C:,71.2
10.185.2.101,2017/6/24 18:45,D:,87.44
10.185.2.101,2017/6/24 18:55,D:,87.44
10.185.2.101,2017/6/24 18:55,C:,71.2
10.185.2.101,2017/6/24 19:10,D:,87.44
10.185.2.101,2017/6/24 19:10,C:,71.2
10.185.2.101,2017/6/24 19:25,C:,71.2
10.185.2.101,2017/6/24 19:25,D:,87.44
10.185.2.101,2017/6/24 19:35,D:,87.44
10.185.2.101,2017/6/24 19:35,C:,71.2
10.185.2.101,2017/6/24 19:50,C:,71.2
10.185.2.101,2017/6/24 19:50,D:,87.44
10.185.2.101,2017/6/24 20:00,D:,87.44
10.185.2.101,2017/6/24 20:00,C:,71.2
10.185.2.101,2017/6/24 20:15,C:,71.2
10.185.2.101,2017/6/24 20:15,D:,87.44
10.185.2.101,2017/6/24 20:30,C:,71.2
10.185.2.101,2017/6/24 20:30,D:,87.44
10.185.2.101,2017/6/24 20:40,D:,87.44
10.185.2.101,2017/6/24 20:40,C:,71.2
10.185.2.101,2017/6/24 20:55,D:,87.44
10.185.2.101,2017/6/24 20:55,C:,71.2
10.185.2.101,2017/6/24 21:05,C:,71.2
10.185.2.101,2017/6/24 21:05,D:,87.44
10.185.2.101,2017/6/24 21:20,C:,71.2
10.185.2.101,2017/6/24 21:20,D:,87.44
10.185.2.101,2017/6/24 21:35,C:,71.2
10.185.2.101,2017/6/24 21:35,D:,87.44
10.185.2.101,2017/6/24 21:45,D:,87.44
10.185.2.101,2017/6/24 21:45,C:,71.2
10.185.2.101,2017/6/24 22:00,D:,87.44
10.185.2.101,2017/6/24 22:00,C:,71.2
10.185.2.101,2017/6/24 22:10,D:,87.44
10.185.2.101,2017/6/24 22:10,C:,71.2
10.185.2.101,2017/6/24 22:25,C:,71.2
10.185.2.101,2017/6/24 22:25,D:,87.44
10.185.2.101,2017/6/24 22:40,C:,71.2
10.185.2.101,2017/6/24 22:40,D:,87.44
10.185.2.101,2017/6/24 22:50,D:,87.44
10.185.2.101,2017/6/24 22:50,C:,71.2
10.185.2.101,2017/6/24 23:05,D:,87.44
10.185.2.101,2017/6/24 23:05,C:,71.2
10.185.2.101,2017/6/24 23:15,C:,71.2
10.185.2.101,2017/6/24 23:15,D:,87.44
10.185.2.101,2017/6/24 23:30,D:,87.44
10.185.2.101,2017/6/24 23:30,C:,71.2
10.185.2.101,2017/6/24 23:45,D:,87.44
10.185.2.101,2017/6/24 23:45,C:,71.2
10.185.2.101,2017/6/24 23:55,C:,71.2
10.185.2.101,2017/6/24 23:55,D:,87.44
10.185.2.101,2017/6/25 0:10,D:,87.44
10.185.2.101,2017/6/25 0:10,C:,71.2
10.185.2.101,2017/6/25 0:20,D:,87.44
10.185.2.101,2017/6/25 0:20,C:,71.2
10.185.2.101,2017/6/25 0:35,D:,87.44
10.185.2.101,2017/6/25 0:35,C:,71.2
10.185.2.101,2017/6/25 0:50,C:,71.2
10.185.2.101,2017/6/25 0:50,D:,87.44
10.185.2.101,2017/6/25 1:00,C:,71.2
10.185.2.101,2017/6/25 1:00,D:,87.44
10.185.2.101,2017/6/25 1:15,D:,87.44
10.185.2.101,2017/6/25 1:15,C:,71.2
10.185.2.101,2017/6/25 1:25,D:,87.44
10.185.2.101,2017/6/25 1:25,C:,71.2
10.185.2.101,2017/6/25 1:40,D:,87.44
10.185.2.101,2017/6/25 1:40,C:,71.2
10.185.2.101,2017/6/25 1:55,D:,87.44
10.185.2.101,2017/6/25 1:55,C:,71.2
10.185.2.101,2017/6/25 2:05,D:,87.44
10.185.2.101,2017/6/25 2:05,C:,71.2
10.185.2.101,2017/6/25 2:20,D:,87.44
10.185.2.101,2017/6/25 2:20,C:,71.2
10.185.2.101,2017/6/25 2:30,D:,87.44
10.185.2.101,2017/6/25 2:30,C:,71.2
10.185.2.101,2017/6/25 2:45,D:,87.44
10.185.2.101,2017/6/25 2:45,C:,71.2
10.185.2.101,2017/6/25 3:00,D:,87.44
10.185.2.101,2017/6/25 3:00,C:,71.2
10.185.2.101,2017/6/25 3:10,D:,87.44
10.185.2.101,2017/6/25 3:10,C:,71.2
10.185.2.101,2017/6/25 3:25,C:,71.2
10.185.2.101,2017/6/25 3:25,D:,87.44
10.185.2.101,2017/6/25 3:35,C:,71.2
10.185.2.101,2017/6/25 3:35,D:,87.44
10.185.2.101,2017/6/25 3:50,C:,71.2
10.185.2.101,2017/6/25 3:50,D:,87.44
10.185.2.101,2017/6/25 4:05,C:,71.2
10.185.2.101,2017/6/25 4:05,D:,87.44
10.185.2.101,2017/6/25 4:15,D:,87.44
10.185.2.101,2017/6/25 4:15,C:,71.2
10.185.2.101,2017/6/25 4:30,C:,71.2
10.185.2.101,2017/6/25 4:30,D:,87.44
10.185.2.101,2017/6/25 4:40,C:,71.2
10.185.2.101,2017/6/25 4:40,D:,87.44
10.185.2.101,2017/6/25 4:55,D:,87.44
10.185.2.101,2017/6/25 4:55,C:,71.2
10.185.2.101,2017/6/25 5:10,D:,87.44
10.185.2.101,2017/6/25 5:10,C:,71.2
10.185.2.101,2017/6/25 5:20,D:,87.44
10.185.2.101,2017/6/25 5:20,C:,71.2
10.185.2.101,2017/6/25 5:35,D:,87.44
10.185.2.101,2017/6/25 5:35,C:,71.2
10.185.2.101,2017/6/25 5:45,D:,87.44
10.185.2.101,2017/6/25 5:45,C:,71.2
10.185.2.101,2017/6/25 6:00,C:,71.2
10.185.2.101,2017/6/25 6:00,D:,87.44
10.185.2.101,2017/6/25 6:15,D:,87.44
10.185.2.101,2017/6/25 6:15,C:,71.2
10.185.2.101,2017/6/25 6:25,D:,87.44
10.185.2.101,2017/6/25 6:25,C:,71.2
10.185.2.101,2017/6/25 6:40,D:,87.44
10.185.2.101,2017/6/25 6:40,C:,71.2
10.185.2.101,2017/6/25 6:50,C:,71.2
10.185.2.101,2017/6/25 6:50,D:,87.44
10.185.2.101,2017/6/25 7:05,C:,71.2
10.185.2.101,2017/6/25 7:05,D:,87.44
10.185.2.101,2017/6/25 7:20,C:,71.2
10.185.2.101,2017/6/25 7:20,D:,87.44
10.185.2.101,2017/6/25 7:30,D:,87.44
10.185.2.101,2017/6/25 7:30,C:,71.2
10.185.2.101,2017/6/25 7:45,C:,71.2
10.185.2.101,2017/6/25 7:45,D:,87.44
10.185.2.101,2017/6/25 7:55,C:,71.2
10.185.2.101,2017/6/25 7:55,D:,87.44
10.185.2.101,2017/6/25 8:10,C:,71.2
10.185.2.101,2017/6/25 8:10,D:,87.44
10.185.2.101,2017/6/25 8:25,C:,71.2
10.185.2.101,2017/6/25 8:25,D:,87.44
10.185.2.101,2017/6/25 8:35,D:,87.44
10.185.2.101,2017/6/25 8:35,C:,71.2
10.185.2.101,2017/6/25 8:50,D:,87.44
10.185.2.101,2017/6/25 8:50,C:,71.2
10.185.2.101,2017/6/25 9:00,D:,87.44
10.185.2.101,2017/6/25 9:00,C:,71.2
10.185.2.101,2017/6/25 9:15,D:,87.44
10.185.2.101,2017/6/25 9:15,C:,71.2
10.185.2.101,2017/6/25 9:30,C:,71.2
10.185.2.101,2017/6/25 9:30,D:,87.44
10.185.2.101,2017/6/25 9:40,D:,87.44
10.185.2.101,2017/6/25 9:40,C:,71.2
10.185.2.101,2017/6/25 9:55,D:,87.44
10.185.2.101,2017/6/25 9:55,C:,71.2
10.185.2.101,2017/6/25 10:05,D:,87.44
10.185.2.101,2017/6/25 10:05,C:,71.2
10.185.2.101,2017/6/25 10:20,C:,71.2
10.185.2.101,2017/6/25 10:20,D:,87.44
10.185.2.101,2017/6/25 10:35,D:,87.44
10.185.2.101,2017/6/25 10:35,C:,71.2
10.185.2.101,2017/6/25 10:45,C:,71.2
10.185.2.101,2017/6/25 10:45,D:,87.44
10.185.2.101,2017/6/25 11:00,D:,87.44
10.185.2.101,2017/6/25 11:00,C:,71.2
10.185.2.101,2017/6/25 11:10,D:,87.44
10.185.2.101,2017/6/25 11:10,C:,71.2
10.185.2.101,2017/6/25 11:25,C:,71.2
10.185.2.101,2017/6/25 11:25,D:,87.44
10.185.2.101,2017/6/25 11:40,D:,87.44
10.185.2.101,2017/6/25 11:40,C:,71.2
10.185.2.101,2017/6/25 12:00,D:,87.44
10.185.2.101,2017/6/25 12:15,D:,87.44
10.185.2.101,2017/6/25 12:15,C:,71.2
10.185.2.101,2017/6/25 12:25,C:,71.2
10.185.2.101,2017/6/25 12:25,D:,87.44
10.185.2.101,2017/6/25 12:40,C:,71.2
10.185.2.101,2017/6/25 12:40,D:,87.44
10.185.2.101,2017/6/25 12:55,D:,87.44
10.185.2.101,2017/6/25 12:55,C:,71.2
