IP地址,采集时间,内存使用率
10.185.4.16,2017/3/9 14:20,70.33
10.185.4.16,2017/3/9 14:50,70.3
10.185.4.16,2017/3/9 15:20,70.42
10.185.4.16,2017/3/9 15:50,70.39
10.185.4.16,2017/3/9 16:20,70.54
10.185.4.16,2017/3/9 16:50,70.36
10.185.4.16,2017/3/9 18:20,70.43
10.185.4.16,2017/3/9 18:50,70.79
10.185.4.16,2017/3/9 20:20,70.54
10.185.4.16,2017/3/9 20:35,70.58
10.185.4.16,2017/3/9 21:35,70.9
10.185.4.16,2017/3/9 22:05,70.77
10.185.4.16,2017/3/9 22:35,70.76
10.185.4.16,2017/3/9 23:35,70.73
10.185.4.16,2017/3/10 0:35,70.61
10.185.4.16,2017/3/10 1:05,72.77
10.185.4.16,2017/3/10 1:35,72.29
10.185.4.16,2017/3/10 2:05,72.05
10.185.4.16,2017/3/10 2:35,71.46
10.185.4.16,2017/3/10 3:05,71.39
10.185.4.16,2017/3/10 3:35,71.32
10.185.4.16,2017/3/10 4:35,70.92
10.185.4.16,2017/3/10 5:05,70.63
10.185.4.16,2017/3/10 5:20,70.56
10.185.4.16,2017/3/10 5:50,70.54
10.185.4.16,2017/3/10 6:20,70.84
10.185.4.16,2017/3/10 7:05,70.72
10.185.4.16,2017/3/10 7:35,70.79
10.185.4.16,2017/3/10 7:50,70.76
10.185.4.16,2017/3/10 8:35,70.8
10.185.4.16,2017/3/10 9:35,70.79
10.185.4.16,2017/3/10 11:05,70.93
10.185.4.16,2017/3/10 11:35,71.01
10.185.4.16,2017/3/10 12:05,70.98
10.185.4.16,2017/3/10 12:05,70.75
10.185.4.16,2017/3/10 12:50,70.76
10.185.4.16,2017/3/10 13:50,70.93
10.185.4.16,2017/3/10 14:20,70.88
10.185.4.16,2017/3/10 14:50,70.86
10.185.4.16,2017/3/10 15:50,71.07
10.185.4.16,2017/3/10 16:05,70.98
10.185.4.16,2017/3/10 16:35,71.05
10.185.4.16,2017/3/10 17:05,70.81
10.185.4.16,2017/3/10 17:35,70.79
10.185.4.16,2017/3/10 18:05,71.25
10.185.4.16,2017/3/10 18:35,70.85
10.185.4.16,2017/3/10 19:05,70.91
10.185.4.16,2017/3/10 19:35,70.86
10.185.4.16,2017/3/10 20:35,70.97
10.185.4.16,2017/3/10 20:50,71.01
10.185.4.16,2017/3/10 21:20,70.89
10.185.4.16,2017/3/10 21:50,71.02
10.185.4.16,2017/3/10 22:20,71.08
10.185.4.16,2017/3/10 22:50,71.25
10.185.4.16,2017/3/10 23:20,71.08
10.185.4.16,2017/3/11 0:05,71.07
10.185.4.16,2017/3/11 0:35,70.89
10.185.4.16,2017/3/11 1:35,72.31
10.185.4.16,2017/3/11 1:50,73.19
10.185.4.16,2017/3/11 2:20,72.49
10.185.4.16,2017/3/11 2:50,71.04
10.185.4.16,2017/3/11 3:35,71.8
10.185.4.16,2017/3/11 4:20,70.89
10.185.4.16,2017/3/11 4:50,70.8
10.185.4.16,2017/3/11 5:50,70.71
10.185.4.16,2017/3/11 6:20,71.09
10.185.4.16,2017/3/11 6:50,71.2
10.185.4.16,2017/3/11 7:05,70.91
10.185.4.16,2017/3/11 7:20,70.97
10.185.4.16,2017/3/11 7:50,70.95
10.185.4.16,2017/3/11 8:20,70.91
10.185.4.16,2017/3/11 8:50,70.74
10.185.4.16,2017/3/11 9:20,70.72
10.185.4.16,2017/3/11 9:35,70.79
10.185.4.16,2017/3/11 10:05,70.76
10.185.4.16,2017/3/11 10:35,70.81
10.185.4.16,2017/3/11 11:05,70.94
10.185.4.16,2017/3/11 11:35,70.99
10.185.4.16,2017/3/11 11:35,70.88
10.185.4.16,2017/3/11 12:05,70.9
10.185.4.16,2017/3/11 13:05,70.91
10.185.4.16,2017/3/11 13:35,71.07
10.185.4.16,2017/3/11 14:05,70.88
10.185.4.16,2017/3/11 14:35,70.98
10.185.4.16,2017/3/11 15:05,70.96
10.185.4.16,2017/3/11 15:35,70.99
10.185.4.16,2017/3/11 16:05,70.9
10.185.4.16,2017/3/11 16:35,70.99
10.185.4.16,2017/3/11 17:05,70.87
10.185.4.16,2017/3/11 17:35,70.99
10.185.4.16,2017/3/11 18:05,71.38
10.185.4.16,2017/3/11 18:20,70.82
10.185.4.16,2017/3/11 18:50,71
10.185.4.16,2017/3/11 19:50,70.99
10.185.4.16,2017/3/11 20:20,70.83
10.185.4.16,2017/3/11 20:50,71.1
10.185.4.16,2017/3/11 21:20,71.14
10.185.4.16,2017/3/11 21:35,71.14
10.185.4.16,2017/3/11 21:50,71.2
10.185.4.16,2017/3/11 22:20,71.09
10.185.4.16,2017/3/11 22:50,71.26
10.185.4.16,2017/3/11 23:05,71.15
10.185.4.16,2017/3/11 23:20,71.14
10.185.4.16,2017/3/11 23:50,71.23
10.185.4.16,2017/3/12 0:20,71.11
10.185.4.16,2017/3/12 0:50,71.12
10.185.4.16,2017/3/12 1:20,73.32
10.185.4.16,2017/3/12 1:50,72.89
10.185.4.16,2017/3/12 2:20,76.92
10.185.4.16,2017/3/12 2:50,71.2
10.185.4.16,2017/3/12 3:20,71.57
10.185.4.16,2017/3/12 3:50,71.64
10.185.4.16,2017/3/12 4:20,71.04
10.185.4.16,2017/3/12 4:50,70.93
10.185.4.16,2017/3/12 5:05,70.94
10.185.4.16,2017/3/12 5:35,71.01
10.185.4.16,2017/3/12 6:35,70.91
10.185.4.16,2017/3/12 7:05,71.08
10.185.4.16,2017/3/12 7:35,71.05
10.185.4.16,2017/3/12 8:05,71.06
10.185.4.16,2017/3/12 8:20,71.12
10.185.4.16,2017/3/12 9:20,72.45
10.185.4.16,2017/3/12 9:50,70.98
10.185.4.16,2017/3/12 10:20,70.93
10.185.4.16,2017/3/12 10:50,71.04
10.185.4.16,2017/3/12 11:05,71
10.185.4.16,2017/3/12 11:35,71.1
10.185.4.16,2017/3/12 11:35,71
10.185.4.16,2017/3/12 11:50,71.26
10.185.4.16,2017/3/12 12:05,70.97
10.185.4.16,2017/3/12 13:05,71.52
10.185.4.16,2017/3/12 13:35,71.56
10.185.4.16,2017/3/12 14:35,71.33
10.185.4.16,2017/3/12 15:05,70.85
10.185.4.16,2017/3/12 15:35,70.97
10.185.4.16,2017/3/12 16:05,70.88
10.185.4.16,2017/3/12 17:05,70.82
10.185.4.16,2017/3/12 17:35,70.97
10.185.4.16,2017/3/12 18:35,70.96
10.185.4.16,2017/3/12 19:35,70.91
10.185.4.16,2017/3/12 19:50,70.96
10.185.4.16,2017/3/12 21:20,71.23
10.185.4.16,2017/3/12 21:35,71.25
10.185.4.16,2017/3/12 22:05,71.19
10.185.4.16,2017/3/12 22:35,71.2
10.185.4.16,2017/3/12 23:05,71.22
10.185.4.16,2017/3/12 23:35,71.22
10.185.4.16,2017/3/13 0:05,71.25
10.185.4.16,2017/3/13 0:35,71.23
10.185.4.16,2017/3/13 1:05,71.54
10.185.4.16,2017/3/13 1:35,72.2
10.185.4.16,2017/3/13 2:35,71.8
10.185.4.16,2017/3/13 3:05,74.02
10.185.4.16,2017/3/13 4:35,71.35
10.185.4.16,2017/3/13 7:05,70.81
10.185.4.16,2017/3/13 7:35,70.83
10.185.4.16,2017/3/13 8:05,70.87
10.185.4.16,2017/3/13 9:05,71.06
10.185.4.16,2017/3/13 9:35,71.02
10.185.4.16,2017/3/13 10:35,70.89
10.185.4.16,2017/3/13 11:05,70.75
10.185.4.16,2017/3/13 11:20,71.2
10.185.4.16,2017/3/13 11:50,70.79
10.185.4.16,2017/3/13 12:20,70.84
10.185.4.16,2017/3/13 12:20,70.75
10.185.4.16,2017/3/13 13:05,70.8
10.185.4.16,2017/3/13 13:35,70.8
10.185.4.16,2017/3/13 15:05,71.06
10.185.4.16,2017/3/13 15:35,70.87
10.185.4.16,2017/3/13 16:35,70.86
10.185.4.16,2017/3/13 17:05,70.81
10.185.4.16,2017/3/13 17:35,70.81
10.185.4.16,2017/3/13 17:50,70.7
10.185.4.16,2017/3/13 18:20,70.9
10.185.4.16,2017/3/13 19:20,70.73
10.185.4.16,2017/3/13 19:50,70.8
10.185.4.16,2017/3/13 20:50,70.85
10.185.4.16,2017/3/13 21:20,70.96
10.185.4.16,2017/3/13 21:50,71
10.185.4.16,2017/3/13 22:20,71.06
10.185.4.16,2017/3/13 22:50,71.18
10.185.4.16,2017/3/13 23:20,71.07
10.185.4.16,2017/3/13 23:50,71.08
10.185.4.16,2017/3/14 0:20,71.06
10.185.4.16,2017/3/14 0:50,71.04
10.185.4.16,2017/3/14 1:20,72.13
10.185.4.16,2017/3/14 1:50,72
10.185.4.16,2017/3/14 2:20,71.92
10.185.4.16,2017/3/14 3:20,72.41
10.185.4.16,2017/3/14 3:50,70.9
10.185.4.16,2017/3/14 4:20,70.89
10.185.4.16,2017/3/14 4:50,70.91
10.185.4.16,2017/3/14 6:05,70.88
10.185.4.16,2017/3/14 6:35,72.13
10.185.4.16,2017/3/14 7:05,70.93
10.185.4.16,2017/3/14 7:35,71.36
10.185.4.16,2017/3/14 8:05,70.98
10.185.4.16,2017/3/14 8:35,71.1
10.185.4.16,2017/3/14 9:05,70.98
10.185.4.16,2017/3/14 9:35,71.14
10.185.4.16,2017/3/14 10:05,70.98
10.185.4.16,2017/3/14 10:35,71
10.185.4.16,2017/3/14 11:05,70.89
10.185.4.16,2017/3/14 11:35,70.94
10.185.4.16,2017/3/14 12:05,71.08
10.185.4.16,2017/3/14 12:35,70.89
10.185.4.16,2017/3/14 13:05,70.85
10.185.4.16,2017/3/14 13:35,70.94
10.185.4.16,2017/3/14 14:05,70.83
10.185.4.16,2017/3/14 14:35,70.96
10.185.4.16,2017/3/14 15:05,71.11
10.185.4.16,2017/3/14 15:35,70.94
10.185.4.16,2017/3/14 16:05,70.86
10.185.4.16,2017/3/14 16:35,71.05
10.185.4.16,2017/3/14 17:05,70.97
10.185.4.16,2017/3/14 18:05,71.19
10.185.4.16,2017/3/14 19:05,70.8
10.185.4.16,2017/3/14 19:35,70.98
10.185.4.16,2017/3/14 20:05,70.85
10.185.4.16,2017/3/14 20:35,71.06
10.185.4.16,2017/3/14 21:05,70.96
10.185.4.16,2017/3/14 21:35,71.09
10.185.4.16,2017/3/14 21:50,71.07
10.185.4.16,2017/3/14 22:20,71.14
10.185.4.16,2017/3/14 22:35,71.18
10.185.4.16,2017/3/14 23:05,71.25
10.185.4.16,2017/3/14 23:35,71.2
10.185.4.16,2017/3/15 0:05,71.19
10.185.4.16,2017/3/15 0:35,70.84
10.185.4.16,2017/3/15 1:05,72.78
10.185.4.16,2017/3/15 1:35,72.54
10.185.4.16,2017/3/15 2:35,71.15
10.185.4.16,2017/3/15 3:05,72.29
10.185.4.16,2017/3/15 4:35,70.92
10.185.4.16,2017/3/15 5:05,70.85
10.185.4.16,2017/3/15 5:35,70.83
10.185.4.16,2017/3/15 6:05,72.62
10.185.4.16,2017/3/15 6:35,71.6
10.185.4.16,2017/3/15 7:05,70.77
10.185.4.16,2017/3/15 7:35,71.12
10.185.4.16,2017/3/15 8:05,72.47
10.185.4.16,2017/3/15 8:35,70.93
10.185.4.16,2017/3/15 9:05,70.84
10.185.4.16,2017/3/15 9:35,71.08
10.185.4.16,2017/3/15 10:20,71.01
10.185.4.16,2017/3/15 11:20,71.01
10.185.4.16,2017/3/15 11:50,71.14
10.185.4.16,2017/3/15 12:35,70.85
10.185.4.16,2017/3/15 13:05,70.8
10.185.4.16,2017/3/15 13:35,70.84
10.185.4.16,2017/3/15 14:05,70.7
10.185.4.16,2017/3/15 14:20,70.69
10.185.4.16,2017/3/15 14:50,70.77
10.185.4.16,2017/3/15 16:20,70.7
10.185.4.16,2017/3/15 16:50,70.72
10.185.4.16,2017/3/15 17:20,70.7
10.185.4.16,2017/3/15 17:50,70.68
10.185.4.16,2017/3/15 19:50,70.73
10.185.4.16,2017/3/15 20:20,70.75
10.185.4.16,2017/3/15 20:50,70.77
10.185.4.16,2017/3/15 21:50,70.91
10.185.4.16,2017/3/15 22:50,71.1
10.185.4.16,2017/3/15 23:05,71.08
10.185.4.16,2017/3/15 23:35,71.03
10.185.4.16,2017/3/16 0:05,71.02
10.185.4.16,2017/3/16 1:05,71.3
10.185.4.16,2017/3/16 1:35,72.28
10.185.4.16,2017/3/16 2:05,71.98
10.185.4.16,2017/3/16 2:35,71.48
10.185.4.16,2017/3/16 3:05,71.45
10.185.4.16,2017/3/16 3:35,70.88
10.185.4.16,2017/3/16 4:05,70.94
10.185.4.16,2017/3/16 4:35,71.77
10.185.4.16,2017/3/16 5:05,70.9
10.185.4.16,2017/3/16 5:35,71.04
10.185.4.16,2017/3/16 6:35,70.65
10.185.4.16,2017/3/16 7:05,70.95
10.185.4.16,2017/3/16 7:35,70.83
10.185.4.16,2017/3/16 8:35,70.84
10.185.4.16,2017/3/16 9:05,70.77
10.185.4.16,2017/3/16 9:35,70.86
10.185.4.16,2017/3/16 10:35,70.85
10.185.4.16,2017/3/16 11:05,70.82
10.185.4.16,2017/3/16 11:35,70.95
10.185.4.16,2017/3/16 11:35,71.03
10.185.4.16,2017/3/16 12:20,70.78
10.185.4.16,2017/3/16 12:50,70.77
10.185.4.16,2017/3/16 13:20,70.79
10.185.4.16,2017/3/16 13:50,70.83
10.185.4.16,2017/3/16 14:20,70.76
10.185.4.16,2017/3/16 14:50,70.79
10.185.4.16,2017/3/16 15:20,71.09
10.185.4.16,2017/3/16 15:50,71.09
10.185.4.16,2017/3/16 16:20,70.88
10.185.4.16,2017/3/16 16:50,71.12
10.185.4.16,2017/3/16 17:20,70.75
10.185.4.16,2017/3/16 17:50,70.78
10.185.4.16,2017/3/16 18:20,70.91
10.185.4.16,2017/3/16 18:50,70.85
10.185.4.16,2017/3/16 19:50,70.64
10.185.4.16,2017/3/16 20:20,70.7
10.185.4.16,2017/3/16 20:50,70.8
10.185.4.16,2017/3/16 21:20,71.05
10.185.4.16,2017/3/16 21:50,71.05
10.185.4.16,2017/3/16 22:20,71.18
10.185.4.16,2017/3/16 22:50,71.29
10.185.4.16,2017/3/16 23:50,71.23
10.185.4.16,2017/3/17 0:20,71.28
10.185.4.16,2017/3/17 0:50,71.06
10.185.4.16,2017/3/17 1:20,72.99
10.185.4.16,2017/3/17 2:50,70.89
10.185.4.16,2017/3/17 3:20,71.54
10.185.4.16,2017/3/17 3:50,70.8
10.185.4.16,2017/3/17 4:20,71.63
10.185.4.16,2017/3/17 4:50,71.28
10.185.4.16,2017/3/17 5:20,71.3
10.185.4.16,2017/3/17 5:50,71
10.185.4.16,2017/3/17 6:20,71.23
10.185.4.16,2017/3/17 7:20,71.06
10.185.4.16,2017/3/17 7:35,70.98
10.185.4.16,2017/3/17 8:35,71.02
10.185.4.16,2017/3/17 9:05,71.06
10.185.4.16,2017/3/17 10:05,71.27
10.185.4.16,2017/3/17 10:35,71.09
10.185.4.16,2017/3/17 11:05,71.29
10.185.4.16,2017/3/17 11:20,71.34
10.185.4.16,2017/3/17 11:20,71.02
10.185.4.16,2017/3/17 12:05,71.08
10.185.4.16,2017/3/17 12:50,71
10.185.4.16,2017/3/17 13:20,71.1
10.185.4.16,2017/3/17 13:50,71.11
10.185.4.16,2017/3/17 14:50,71.09
10.185.4.16,2017/3/17 15:20,71.07
10.185.4.16,2017/3/17 15:50,71.06
10.185.4.16,2017/3/17 16:20,71.05
10.185.4.16,2017/3/17 16:50,71.09
10.185.4.16,2017/3/17 17:50,70.86
10.185.4.16,2017/3/17 18:20,71.18
10.185.4.16,2017/3/17 18:50,71.16
10.185.4.16,2017/3/17 19:50,71.03
10.185.4.16,2017/3/17 20:35,71.2
10.185.4.16,2017/3/17 21:05,71.19
10.185.4.16,2017/3/17 22:35,71.4
10.185.4.16,2017/3/17 23:05,71.45
10.185.4.16,2017/3/17 23:35,71.44
10.185.4.16,2017/3/18 0:05,71.33
10.185.4.16,2017/3/18 0:35,71.16
10.185.4.16,2017/3/18 1:35,72.66
10.185.4.16,2017/3/18 2:05,72.76
10.185.4.16,2017/3/18 2:35,73.52
10.185.4.16,2017/3/18 3:40,70.9
10.185.4.16,2017/3/18 4:05,71.56
10.185.4.16,2017/3/18 4:35,71.33
10.185.4.16,2017/3/18 5:05,70.81
10.185.4.16,2017/3/18 5:35,70.85
10.185.4.16,2017/3/18 6:35,71.06
10.185.4.16,2017/3/18 7:05,71.08
10.185.4.16,2017/3/18 7:35,71.01
10.185.4.16,2017/3/18 7:50,71.07
10.185.4.16,2017/3/18 8:20,71.02
10.185.4.16,2017/3/18 8:50,70.79
10.185.4.16,2017/3/18 9:05,70.84
10.185.4.16,2017/3/18 9:35,70.82
10.185.4.16,2017/3/18 9:50,71.97
10.185.4.16,2017/3/18 10:20,70.76
10.185.4.16,2017/3/18 10:35,70.82
10.185.4.16,2017/3/18 11:05,70.84
10.185.4.16,2017/3/18 11:35,70.78
10.185.4.16,2017/3/18 11:50,70.87
10.185.4.16,2017/3/18 12:20,70.86
10.185.4.16,2017/3/18 13:05,70.86
10.185.4.16,2017/3/18 13:35,70.92
10.185.4.16,2017/3/18 15:05,70.84
10.185.4.16,2017/3/18 15:35,70.89
10.185.4.16,2017/3/18 16:05,70.87
10.185.4.16,2017/3/18 16:35,70.86
10.185.4.16,2017/3/18 17:05,70.85
10.185.4.16,2017/3/18 17:20,70.76
10.185.4.16,2017/3/18 18:20,70.8
10.185.4.16,2017/3/18 18:50,70.89
10.185.4.16,2017/3/18 19:20,70.76
10.185.4.16,2017/3/18 19:35,70.94
10.185.4.16,2017/3/18 20:05,70.89
10.185.4.16,2017/3/18 20:50,70.85
10.185.4.16,2017/3/18 21:20,70.93
10.185.4.16,2017/3/18 21:50,70.95
10.185.4.16,2017/3/18 22:20,70.89
10.185.4.16,2017/3/18 23:20,70.9
10.185.4.16,2017/3/18 23:50,70.89
10.185.4.16,2017/3/19 0:50,70.94
10.185.4.16,2017/3/19 1:20,72.82
10.185.4.16,2017/3/19 1:50,71.8
10.185.4.16,2017/3/19 2:50,70.96
10.185.4.16,2017/3/19 3:20,71.29
10.185.4.16,2017/3/19 3:50,71.58
10.185.4.16,2017/3/19 4:20,70.89
10.185.4.16,2017/3/19 4:50,70.92
10.185.4.16,2017/3/19 5:20,70.78
10.185.4.16,2017/3/19 6:20,71.12
10.185.4.16,2017/3/19 6:50,71.18
10.185.4.16,2017/3/19 7:20,70.92
10.185.4.16,2017/3/19 7:50,70.94
10.185.4.16,2017/3/19 8:20,71.06
10.185.4.16,2017/3/19 8:50,70.92
10.185.4.16,2017/3/19 9:20,72.32
10.185.4.16,2017/3/19 9:50,70.95
10.185.4.16,2017/3/19 10:20,70.98
10.185.4.16,2017/3/19 10:50,70.92
10.185.4.16,2017/3/19 11:20,70.93
10.185.4.16,2017/3/19 11:50,71.17
10.185.4.16,2017/3/19 12:05,70.89
10.185.4.16,2017/3/19 12:05,70.91
10.185.4.16,2017/3/19 12:50,70.85
10.185.4.16,2017/3/19 13:20,72.13
10.185.4.16,2017/3/19 14:20,70.84
10.185.4.16,2017/3/19 14:35,71.24
10.185.4.16,2017/3/19 15:05,70.92
10.185.4.16,2017/3/19 15:35,70.92
10.185.4.16,2017/3/19 15:50,70.93
10.185.4.16,2017/3/19 16:05,70.95
10.185.4.16,2017/3/19 16:35,70.99
10.185.4.16,2017/3/19 17:05,70.91
10.185.4.16,2017/3/19 17:35,70.97
10.185.4.16,2017/3/19 17:50,70.89
10.185.4.16,2017/3/19 18:05,71.23
10.185.4.16,2017/3/19 18:35,70.92
10.185.4.16,2017/3/19 18:50,70.94
10.185.4.16,2017/3/19 19:20,70.81
10.185.4.16,2017/3/19 19:35,70.93
10.185.4.16,2017/3/19 19:50,70.81
10.185.4.16,2017/3/19 20:05,70.9
10.185.4.16,2017/3/19 20:20,70.78
10.185.4.16,2017/3/19 20:35,71.02
10.185.4.16,2017/3/19 20:50,70.87
10.185.4.16,2017/3/19 21:05,71.07
10.185.4.16,2017/3/19 21:20,71.41
10.185.4.16,2017/3/19 21:50,71.15
10.185.4.16,2017/3/19 22:05,71.09
10.185.4.16,2017/3/19 22:35,71.19
10.185.4.16,2017/3/19 23:05,71.1
10.185.4.16,2017/3/19 23:20,71.13
10.185.4.16,2017/3/19 23:35,71.23
10.185.4.16,2017/3/19 23:50,71.1
10.185.4.16,2017/3/20 0:20,71.16
10.185.4.16,2017/3/20 0:35,71.2
10.185.4.16,2017/3/20 1:20,73.73
10.185.4.16,2017/3/20 1:50,71.57
10.185.4.16,2017/3/20 2:20,72.55
10.185.4.16,2017/3/20 3:05,74.49
10.185.4.16,2017/3/20 4:20,70.99
10.185.4.16,2017/3/20 4:50,70.97
10.185.4.16,2017/3/20 5:20,70.95
10.185.4.16,2017/3/20 5:50,70.92
10.185.4.16,2017/3/20 6:20,71.04
10.185.4.16,2017/3/20 6:50,71.1
10.185.4.16,2017/3/20 7:20,71.13
10.185.4.16,2017/3/20 7:50,71.07
10.185.4.16,2017/3/20 8:50,71.01
10.185.4.16,2017/3/20 9:50,70.89
10.185.4.16,2017/3/20 10:20,71.39
10.185.4.16,2017/3/20 10:50,71.17
10.185.4.16,2017/3/20 11:20,70.96
10.185.4.16,2017/3/20 11:20,71.07
10.185.4.16,2017/3/20 11:50,70.89
10.185.4.16,2017/3/20 12:50,70.87
10.185.4.16,2017/3/20 13:05,70.91
10.185.4.16,2017/3/20 14:05,70.92
10.185.4.16,2017/3/20 15:35,70.96
10.185.4.16,2017/3/20 16:05,70.99
10.185.4.16,2017/3/20 16:35,70.84
10.185.4.16,2017/3/20 17:35,71.04
10.185.4.16,2017/3/20 18:05,71.12
10.185.4.16,2017/3/20 18:35,70.89
10.185.4.16,2017/3/20 19:05,70.82
10.185.4.16,2017/3/20 19:35,70.96
10.185.4.16,2017/3/20 19:50,70.84
10.185.4.16,2017/3/20 20:05,70.82
10.185.4.16,2017/3/20 20:35,71.07
10.185.4.16,2017/3/20 20:50,70.92
10.185.4.16,2017/3/20 21:20,71.25
10.185.4.16,2017/3/20 21:35,71.16
10.185.4.16,2017/3/20 22:05,71.12
10.185.4.16,2017/3/20 22:35,71.2
10.185.4.16,2017/3/20 23:05,71.12
10.185.4.16,2017/3/20 23:35,71.15
10.185.4.16,2017/3/21 0:05,71.1
10.185.4.16,2017/3/21 0:35,71.11
10.185.4.16,2017/3/21 1:05,73.84
10.185.4.16,2017/3/21 1:35,72.72
10.185.4.16,2017/3/21 2:05,71.16
10.185.4.16,2017/3/21 2:35,70.97
10.185.4.16,2017/3/21 3:05,74.37
10.185.4.16,2017/3/21 3:35,72.2
10.185.4.16,2017/3/21 3:50,71.38
10.185.4.16,2017/3/21 4:20,71.23
10.185.4.16,2017/3/21 4:50,71.23
10.185.4.16,2017/3/21 5:20,71.15
10.185.4.16,2017/3/21 5:35,71.18
10.185.4.16,2017/3/21 6:05,71.28
10.185.4.16,2017/3/21 6:35,71.21
10.185.4.16,2017/3/21 6:50,71.47
10.185.4.16,2017/3/21 7:20,71.23
10.185.4.16,2017/3/21 7:50,71.19
10.185.4.16,2017/3/21 8:05,71.23
10.185.4.16,2017/3/21 8:35,71.19
10.185.4.16,2017/3/21 9:05,71.11
10.185.4.16,2017/3/21 9:35,71.62
10.185.4.16,2017/3/21 10:05,71.43
10.185.4.16,2017/3/21 10:35,71.77
10.185.4.16,2017/3/21 11:05,71.37
10.185.4.16,2017/3/21 11:20,71.33
10.185.4.16,2017/3/21 11:50,71.41
10.185.4.16,2017/3/21 12:20,71.29
10.185.4.16,2017/3/21 12:50,71.23
10.185.4.16,2017/3/21 13:20,71.33
10.185.4.16,2017/3/21 13:50,71.38
10.185.4.16,2017/3/21 14:20,71.33
10.185.4.16,2017/3/21 14:35,71.42
10.185.4.16,2017/3/21 15:35,71.59
10.185.4.16,2017/3/21 15:50,71.58
10.185.4.16,2017/3/21 16:20,71.47
10.185.4.16,2017/3/21 16:50,71.51
10.185.4.16,2017/3/21 17:35,71.5
10.185.4.16,2017/3/21 18:05,71.76
10.185.4.16,2017/3/21 18:35,71.4
10.185.4.16,2017/3/21 19:20,71.31
10.185.4.16,2017/3/21 19:50,71.32
10.185.4.16,2017/3/21 20:20,71.26
10.185.4.16,2017/3/21 20:50,71.38
10.185.4.16,2017/3/21 21:20,71.85
10.185.4.16,2017/3/21 21:50,71.54
10.185.4.16,2017/3/21 22:20,71.71
10.185.4.16,2017/3/21 23:20,71.69
10.185.4.16,2017/3/22 0:20,71.57
10.185.4.16,2017/3/22 0:50,71.44
10.185.4.16,2017/3/22 1:50,72.16
10.185.4.16,2017/3/22 2:20,71.96
10.185.4.16,2017/3/22 2:50,71.25
10.185.4.16,2017/3/22 3:05,72.68
10.185.4.16,2017/3/22 4:05,71.14
10.185.4.16,2017/3/22 4:35,71.64
10.185.4.16,2017/3/22 5:05,71.41
10.185.4.16,2017/3/22 5:20,74.85
10.185.4.16,2017/3/22 5:50,71.04
10.185.4.16,2017/3/22 6:20,71.5
10.185.4.16,2017/3/22 6:50,72.97
10.185.4.16,2017/3/22 7:20,71.31
10.185.4.16,2017/3/22 8:20,71.15
10.185.4.16,2017/3/22 9:20,71.22
10.185.4.16,2017/3/22 10:05,71.08
10.185.4.16,2017/3/22 10:35,71.13
10.185.4.16,2017/3/22 10:50,71.19
10.185.4.16,2017/3/22 11:05,71.02
10.185.4.16,2017/3/22 11:35,71.04
10.185.4.16,2017/3/22 11:50,71.11
10.185.4.16,2017/3/22 12:05,70.99
10.185.4.16,2017/3/22 12:05,70.95
10.185.4.16,2017/3/22 12:35,70.92
10.185.4.16,2017/3/22 13:20,70.97
10.185.4.16,2017/3/22 13:50,71.03
10.185.4.16,2017/3/22 14:05,70.92
10.185.4.16,2017/3/22 14:35,71.09
10.185.4.16,2017/3/22 15:05,71.17
10.185.4.16,2017/3/22 15:35,71.25
10.185.4.16,2017/3/22 16:05,71.14
10.185.4.16,2017/3/22 16:35,71.27
10.185.4.16,2017/3/22 16:50,71.14
10.185.4.16,2017/3/22 17:20,71.28
10.185.4.16,2017/3/22 17:50,71.1
10.185.4.16,2017/3/22 19:20,70.98
10.185.4.16,2017/3/22 19:50,70.96
10.185.4.16,2017/3/22 20:05,70.93
10.185.4.16,2017/3/22 21:05,71.1
10.185.4.16,2017/3/22 21:20,70.95
10.185.4.16,2017/3/22 21:50,71.12
10.185.4.16,2017/3/22 22:05,71.22
10.185.4.16,2017/3/22 22:50,71.31
10.185.4.16,2017/3/22 23:20,71.24
10.185.4.16,2017/3/22 23:50,71.19
10.185.4.16,2017/3/23 0:20,71.06
10.185.4.16,2017/3/23 0:35,71.05
10.185.4.16,2017/3/23 1:05,71.44
10.185.4.16,2017/3/23 1:35,71.9
10.185.4.16,2017/3/23 2:05,71.8
10.185.4.16,2017/3/23 2:50,71.03
10.185.4.16,2017/3/23 3:20,71.29
10.185.4.16,2017/3/23 3:50,71.06
10.185.4.16,2017/3/23 4:20,71.12
10.185.4.16,2017/3/23 4:50,71.07
10.185.4.16,2017/3/23 5:20,71.1
10.185.4.16,2017/3/23 5:35,71.1
10.185.4.16,2017/3/23 5:50,71.13
10.185.4.16,2017/3/23 6:05,71.19
10.185.4.16,2017/3/23 6:35,71.06
10.185.4.16,2017/3/23 7:05,71.46
10.185.4.16,2017/3/23 7:35,75.59
10.185.4.16,2017/3/23 8:05,71.17
10.185.4.16,2017/3/23 9:05,71.05
10.185.4.16,2017/3/23 9:35,71.13
10.185.4.16,2017/3/23 10:05,71.61
10.185.4.16,2017/3/23 10:35,71.39
10.185.4.16,2017/3/23 11:20,71.33
10.185.4.16,2017/3/23 11:20,71.33
10.185.4.16,2017/3/23 12:05,71.43
10.185.4.16,2017/3/23 12:35,71.31
10.185.4.16,2017/3/23 12:35,71.25
10.185.4.16,2017/3/23 13:20,71.35
10.185.4.16,2017/3/23 13:20,71.35
