IP地址,采集时间,内存使用率
10.185.4.16,2017/1/8 23:20,70.54
10.185.4.16,2017/1/8 23:50,70.47
10.185.4.16,2017/1/9 0:20,70.57
10.185.4.16,2017/1/9 0:50,70.45
10.185.4.16,2017/1/9 1:20,72.64
10.185.4.16,2017/1/9 1:50,71.73
10.185.4.16,2017/1/9 2:20,71.2
10.185.4.16,2017/1/9 2:50,70.29
10.185.4.16,2017/1/9 3:20,70.48
10.185.4.16,2017/1/9 3:50,73.04
10.185.4.16,2017/1/9 4:20,73.7
10.185.4.16,2017/1/9 4:50,70.37
10.185.4.16,2017/1/9 5:20,70.38
10.185.4.16,2017/1/9 5:50,70.31
10.185.4.16,2017/1/9 6:20,70.43
10.185.4.16,2017/1/9 6:50,70.36
10.185.4.16,2017/1/9 7:20,70.39
10.185.4.16,2017/1/9 7:50,70.25
10.185.4.16,2017/1/9 8:20,70.44
10.185.4.16,2017/1/9 8:50,70.37
10.185.4.16,2017/1/9 9:20,70.23
10.185.4.16,2017/1/9 9:50,70.26
10.185.4.16,2017/1/9 10:05,70.24
10.185.4.16,2017/1/9 10:35,70.76
10.185.4.16,2017/1/9 11:05,70.16
10.185.4.16,2017/1/9 11:05,70.58
10.185.4.16,2017/1/9 11:35,70.33
10.185.4.16,2017/1/9 12:05,70.1
10.185.4.16,2017/1/9 12:05,70.29
10.185.4.16,2017/1/9 12:35,70.09
10.185.4.16,2017/1/9 13:20,70.2
10.185.4.16,2017/1/9 13:50,70.47
10.185.4.16,2017/1/9 14:20,70.19
10.185.4.16,2017/1/9 14:50,70.24
10.185.4.16,2017/1/9 15:20,70.19
10.185.4.16,2017/1/9 15:50,70.27
10.185.4.16,2017/1/9 16:20,70.18
10.185.4.16,2017/1/9 16:50,70.24
10.185.4.16,2017/1/9 17:20,70.47
10.185.4.16,2017/1/9 17:50,73.18
10.185.4.16,2017/1/9 18:20,70.2
10.185.4.16,2017/1/9 18:35,70.06
10.185.4.16,2017/1/9 19:05,70.41
10.185.4.16,2017/1/9 19:35,70.5
10.185.4.16,2017/1/9 20:05,70.28
10.185.4.16,2017/1/9 20:35,70.61
10.185.4.16,2017/1/9 20:50,70.22
10.185.4.16,2017/1/9 21:20,70.27
10.185.4.16,2017/1/9 21:50,70.07
10.185.4.16,2017/1/9 22:20,70.17
10.185.4.16,2017/1/9 22:50,70.04
10.185.4.16,2017/1/9 23:05,70
10.185.4.16,2017/1/9 23:35,70.12
10.185.4.16,2017/1/10 0:05,70.13
10.185.4.16,2017/1/10 0:35,70.14
10.185.4.16,2017/1/10 1:05,72.26
10.185.4.16,2017/1/10 1:35,71.83
10.185.4.16,2017/1/10 2:05,71.35
10.185.4.16,2017/1/10 2:35,70.58
10.185.4.16,2017/1/10 3:05,70.77
10.185.4.16,2017/1/10 3:35,70.49
10.185.4.16,2017/1/10 4:05,70.21
10.185.4.16,2017/1/10 4:35,70.51
10.185.4.16,2017/1/10 5:05,71.26
10.185.4.16,2017/1/10 5:35,70.53
10.185.4.16,2017/1/10 6:05,70.49
10.185.4.16,2017/1/10 6:35,70.41
10.185.4.16,2017/1/10 7:05,70.41
10.185.4.16,2017/1/10 7:35,70.57
10.185.4.16,2017/1/10 8:05,70.5
10.185.4.16,2017/1/10 8:35,70.54
10.185.4.16,2017/1/10 9:05,70.51
10.185.4.16,2017/1/10 9:35,70.45
10.185.4.16,2017/1/10 10:05,70.44
10.185.4.16,2017/1/10 10:35,70.66
10.185.4.16,2017/1/10 11:05,70.45
10.185.4.16,2017/1/10 11:35,70.45
10.185.4.16,2017/1/10 12:05,70.61
10.185.4.16,2017/1/10 12:35,70.45
10.185.4.16,2017/1/10 13:05,70.46
10.185.4.16,2017/1/10 13:35,70.45
10.185.4.16,2017/1/10 14:05,70.5
10.185.4.16,2017/1/10 14:20,70.56
10.185.4.16,2017/1/10 14:50,70.52
10.185.4.16,2017/1/10 15:05,70.48
10.185.4.16,2017/1/10 15:35,70.49
10.185.4.16,2017/1/10 16:05,70.52
10.185.4.16,2017/1/10 16:20,70.44
10.185.4.16,2017/1/10 16:50,70.86
10.185.4.16,2017/1/10 17:20,70.47
10.185.4.16,2017/1/10 17:50,70.53
10.185.4.16,2017/1/10 18:20,70.68
10.185.4.16,2017/1/10 18:50,70.56
10.185.4.16,2017/1/10 19:20,70.39
10.185.4.16,2017/1/10 19:50,70.41
10.185.4.16,2017/1/10 20:20,70.32
10.185.4.16,2017/1/10 20:50,70.5
10.185.4.16,2017/1/10 21:20,70.77
10.185.4.16,2017/1/10 21:50,70.65
10.185.4.16,2017/1/10 22:20,70.73
10.185.4.16,2017/1/10 22:50,70.61
10.185.4.16,2017/1/10 23:20,70.47
10.185.4.16,2017/1/10 23:50,70.44
10.185.4.16,2017/1/11 0:20,70.49
10.185.4.16,2017/1/11 0:50,70.41
10.185.4.16,2017/1/11 1:20,72.96
10.185.4.16,2017/1/11 1:50,71.14
10.185.4.16,2017/1/11 2:20,71.48
10.185.4.16,2017/1/11 2:50,70.63
10.185.4.16,2017/1/11 3:20,70.6
10.185.4.16,2017/1/11 3:50,70.77
10.185.4.16,2017/1/11 4:20,70.33
10.185.4.16,2017/1/11 4:50,70.43
10.185.4.16,2017/1/11 5:20,71.29
10.185.4.16,2017/1/11 5:50,70.22
10.185.4.16,2017/1/11 6:20,70.68
10.185.4.16,2017/1/11 6:50,70.58
10.185.4.16,2017/1/11 7:20,70.59
10.185.4.16,2017/1/11 7:50,70.48
10.185.4.16,2017/1/11 8:20,70.53
10.185.4.16,2017/1/11 8:50,70.42
10.185.4.16,2017/1/11 9:20,70.7
10.185.4.16,2017/1/11 9:50,70.47
10.185.4.16,2017/1/11 10:20,70.44
10.185.4.16,2017/1/11 10:50,70.5
10.185.4.16,2017/1/11 11:20,70.54
10.185.4.16,2017/1/11 11:20,70.6
10.185.4.16,2017/1/11 11:20,70.46
10.185.4.16,2017/1/11 12:05,70.41
10.185.4.16,2017/1/11 12:50,70.39
10.185.4.16,2017/1/11 13:20,70.85
10.185.4.16,2017/1/11 13:50,70.53
10.185.4.16,2017/1/11 14:20,70.49
10.185.4.16,2017/1/11 14:50,70.56
10.185.4.16,2017/1/11 15:05,70.54
10.185.4.16,2017/1/11 15:35,70.56
10.185.4.16,2017/1/11 16:05,70.53
10.185.4.16,2017/1/11 16:35,70.61
10.185.4.16,2017/1/11 16:50,70.58
10.185.4.16,2017/1/11 17:20,70.5
10.185.4.16,2017/1/11 17:50,70.49
10.185.4.16,2017/1/11 18:20,70.59
10.185.4.16,2017/1/11 18:50,70.5
10.185.4.16,2017/1/11 19:05,70.46
10.185.4.16,2017/1/11 19:35,70.47
10.185.4.16,2017/1/11 20:05,70.19
10.185.4.16,2017/1/11 20:35,70.49
10.185.4.16,2017/1/11 21:05,70.39
10.185.4.16,2017/1/11 21:35,70.66
10.185.4.16,2017/1/11 22:05,70.67
10.185.4.16,2017/1/11 22:35,70.64
10.185.4.16,2017/1/11 23:05,70.41
10.185.4.16,2017/1/11 23:35,70.53
10.185.4.16,2017/1/12 0:05,70.48
10.185.4.16,2017/1/12 0:20,70.44
10.185.4.16,2017/1/12 0:50,70.52
10.185.4.16,2017/1/12 1:20,72.3
10.185.4.16,2017/1/12 1:50,71.19
10.185.4.16,2017/1/12 2:20,71.45
10.185.4.16,2017/1/12 2:35,70.7
10.185.4.16,2017/1/12 3:05,70.92
10.185.4.16,2017/1/12 3:35,70.66
10.185.4.16,2017/1/12 4:05,71.22
10.185.4.16,2017/1/12 4:35,70.38
10.185.4.16,2017/1/12 5:05,70.64
10.185.4.16,2017/1/12 5:35,70.61
10.185.4.16,2017/1/12 6:05,70.72
10.185.4.16,2017/1/12 6:35,70.39
10.185.4.16,2017/1/12 7:05,70.29
10.185.4.16,2017/1/12 7:35,70.4
10.185.4.16,2017/1/12 8:05,70.34
10.185.4.16,2017/1/12 8:35,70.35
10.185.4.16,2017/1/12 8:50,70.21
10.185.4.16,2017/1/12 10:50,70.42
10.185.4.16,2017/1/12 11:20,70.38
10.185.4.16,2017/1/12 11:20,70.33
10.185.4.16,2017/1/12 11:20,70.43
10.185.4.16,2017/1/12 12:05,70.25
10.185.4.16,2017/1/12 12:35,70.18
10.185.4.16,2017/1/12 13:20,70.25
10.185.4.16,2017/1/12 13:50,70.26
10.185.4.16,2017/1/12 14:20,70.24
10.185.4.16,2017/1/12 14:50,70.56
10.185.4.16,2017/1/12 15:05,70.64
10.185.4.16,2017/1/12 15:20,70.37
10.185.4.16,2017/1/12 15:50,70.33
10.185.4.16,2017/1/12 16:05,70.28
10.185.4.16,2017/1/12 16:20,70.25
10.185.4.16,2017/1/12 16:35,70.37
10.185.4.16,2017/1/12 16:50,70.32
10.185.4.16,2017/1/12 17:20,70.42
10.185.4.16,2017/1/12 17:50,70.32
10.185.4.16,2017/1/12 18:20,70.45
10.185.4.16,2017/1/12 18:50,70.38
10.185.4.16,2017/1/12 19:20,70.2
10.185.4.16,2017/1/12 19:50,70.34
10.185.4.16,2017/1/12 20:20,70.19
10.185.4.16,2017/1/12 20:50,70.34
10.185.4.16,2017/1/12 21:05,70.51
10.185.4.16,2017/1/12 21:35,70.64
10.185.4.16,2017/1/12 22:05,70.69
10.185.4.16,2017/1/12 22:35,70.72
10.185.4.16,2017/1/12 23:05,70.47
10.185.4.16,2017/1/12 23:35,70.59
10.185.4.16,2017/1/13 0:05,70.53
10.185.4.16,2017/1/13 0:20,70.52
10.185.4.16,2017/1/13 0:50,70.62
10.185.4.16,2017/1/13 1:20,72.29
10.185.4.16,2017/1/13 1:35,71.45
10.185.4.16,2017/1/13 2:05,71.31
10.185.4.16,2017/1/13 2:35,70.61
10.185.4.16,2017/1/13 3:05,70.82
10.185.4.16,2017/1/13 3:35,70.71
10.185.4.16,2017/1/13 4:05,70.31
10.185.4.16,2017/1/13 4:35,70.54
10.185.4.16,2017/1/13 5:05,70.15
10.185.4.16,2017/1/13 5:35,70.73
10.185.4.16,2017/1/13 6:05,70.84
10.185.4.16,2017/1/13 6:35,70.97
10.185.4.16,2017/1/13 6:50,70.63
10.185.4.16,2017/1/13 7:20,70.47
10.185.4.16,2017/1/13 7:50,70.37
10.185.4.16,2017/1/13 8:20,70.54
10.185.4.16,2017/1/13 8:50,70.39
10.185.4.16,2017/1/13 9:20,70.4
10.185.4.16,2017/1/13 9:50,70.39
10.185.4.16,2017/1/13 10:20,70.38
10.185.4.16,2017/1/13 10:50,70.42
10.185.4.16,2017/1/13 11:20,70.41
10.185.4.16,2017/1/13 11:20,70.59
10.185.4.16,2017/1/13 11:20,70.43
10.185.4.16,2017/1/13 12:05,70.46
10.185.4.16,2017/1/13 12:50,70.39
10.185.4.16,2017/1/13 13:20,70.46
10.185.4.16,2017/1/13 13:50,70.48
10.185.4.16,2017/1/13 14:20,70.44
10.185.4.16,2017/1/13 14:50,70.49
10.185.4.16,2017/1/13 15:20,70.41
10.185.4.16,2017/1/13 15:50,70.46
10.185.4.16,2017/1/13 16:20,70.37
10.185.4.16,2017/1/13 16:50,70.41
10.185.4.16,2017/1/13 17:20,70.36
10.185.4.16,2017/1/13 17:50,70.41
10.185.4.16,2017/1/13 18:20,70.63
10.185.4.16,2017/1/13 18:50,70.55
10.185.4.16,2017/1/13 19:20,70.38
10.185.4.16,2017/1/13 19:50,70.51
10.185.4.16,2017/1/13 20:20,70.32
10.185.4.16,2017/1/13 20:50,70.51
10.185.4.16,2017/1/13 21:20,70.63
10.185.4.16,2017/1/13 21:50,70.61
10.185.4.16,2017/1/13 22:20,70.72
10.185.4.16,2017/1/13 22:50,70.65
10.185.4.16,2017/1/13 23:20,70.6
10.185.4.16,2017/1/13 23:50,70.58
10.185.4.16,2017/1/14 0:20,70.53
10.185.4.16,2017/1/14 0:50,72.19
10.185.4.16,2017/1/14 1:20,72.02
10.185.4.16,2017/1/14 1:50,71.22
10.185.4.16,2017/1/14 2:20,70.97
10.185.4.16,2017/1/14 2:50,70.78
10.185.4.16,2017/1/14 3:50,70.43
10.185.4.16,2017/1/14 4:05,70.74
10.185.4.16,2017/1/14 4:35,70.51
10.185.4.16,2017/1/14 5:05,71.14
10.185.4.16,2017/1/14 5:35,70.56
10.185.4.16,2017/1/14 6:05,70.86
10.185.4.16,2017/1/14 6:35,70.91
10.185.4.16,2017/1/14 7:05,70.46
10.185.4.16,2017/1/14 7:35,70.48
10.185.4.16,2017/1/14 8:05,70.38
10.185.4.16,2017/1/14 8:35,70.45
10.185.4.16,2017/1/14 9:05,70.3
10.185.4.16,2017/1/14 9:35,70.46
10.185.4.16,2017/1/14 10:05,70.25
10.185.4.16,2017/1/14 10:35,70.44
10.185.4.16,2017/1/14 11:05,70.38
10.185.4.16,2017/1/14 11:20,70.39
10.185.4.16,2017/1/14 11:20,70.38
10.185.4.16,2017/1/14 11:50,70.41
10.185.4.16,2017/1/14 12:05,70.55
10.185.4.16,2017/1/14 12:50,70.36
10.185.4.16,2017/1/14 13:20,70.38
10.185.4.16,2017/1/14 13:50,70.38
10.185.4.16,2017/1/14 14:20,70.37
10.185.4.16,2017/1/14 14:50,70.23
10.185.4.16,2017/1/14 15:20,70.29
10.185.4.16,2017/1/14 15:50,70.29
10.185.4.16,2017/1/14 16:20,70.28
10.185.4.16,2017/1/14 16:50,70.28
10.185.4.16,2017/1/14 17:20,70.27
10.185.4.16,2017/1/14 17:50,70.28
10.185.4.16,2017/1/14 18:20,70.32
10.185.4.16,2017/1/14 18:35,70.36
10.185.4.16,2017/1/14 19:05,70.27
10.185.4.16,2017/1/14 19:35,70.38
10.185.4.16,2017/1/14 20:05,70.2
10.185.4.16,2017/1/14 20:35,70.48
10.185.4.16,2017/1/14 21:05,70.44
10.185.4.16,2017/1/14 21:35,70.52
10.185.4.16,2017/1/14 22:05,70.42
10.185.4.16,2017/1/14 22:35,70.45
10.185.4.16,2017/1/14 23:05,70.32
10.185.4.16,2017/1/14 23:35,70.42
10.185.4.16,2017/1/15 0:05,70.34
10.185.4.16,2017/1/15 0:35,70.46
10.185.4.16,2017/1/15 1:05,72.29
10.185.4.16,2017/1/15 1:35,72.08
10.185.4.16,2017/1/15 2:05,72.63
10.185.4.16,2017/1/15 2:35,71.67
10.185.4.16,2017/1/15 3:05,71.42
10.185.4.16,2017/1/15 3:35,70.83
10.185.4.16,2017/1/15 4:05,71.06
10.185.4.16,2017/1/15 4:35,70.81
10.185.4.16,2017/1/15 5:05,70.75
10.185.4.16,2017/1/15 5:35,70.48
10.185.4.16,2017/1/15 6:35,70.63
10.185.4.16,2017/1/15 7:05,70.47
10.185.4.16,2017/1/15 7:35,70.56
10.185.4.16,2017/1/15 8:05,70.5
10.185.4.16,2017/1/15 8:35,70.46
10.185.4.16,2017/1/15 9:05,71.08
10.185.4.16,2017/1/15 9:35,70.99
10.185.4.16,2017/1/15 10:05,70.31
10.185.4.16,2017/1/15 10:20,70.31
10.185.4.16,2017/1/15 10:35,70.46
10.185.4.16,2017/1/15 10:50,70.34
10.185.4.16,2017/1/15 11:20,70.34
10.185.4.16,2017/1/15 11:20,70.43
10.185.4.16,2017/1/15 12:05,70.54
10.185.4.16,2017/1/15 12:05,70.47
10.185.4.16,2017/1/15 12:50,70.3
10.185.4.16,2017/1/15 13:20,71.63
10.185.4.16,2017/1/15 13:35,71.01
10.185.4.16,2017/1/15 14:05,70.36
10.185.4.16,2017/1/15 14:35,70.64
10.185.4.16,2017/1/15 15:05,70.3
10.185.4.16,2017/1/15 15:35,70.34
10.185.4.16,2017/1/15 16:05,70.37
10.185.4.16,2017/1/15 16:35,70.3
10.185.4.16,2017/1/15 16:50,70.33
10.185.4.16,2017/1/15 17:20,70.31
10.185.4.16,2017/1/15 17:50,70.36
10.185.4.16,2017/1/15 18:20,70.49
10.185.4.16,2017/1/15 18:50,70.47
10.185.4.16,2017/1/15 19:20,70.26
10.185.4.16,2017/1/15 19:50,70.4
10.185.4.16,2017/1/15 20:20,70.21
10.185.4.16,2017/1/15 20:50,70.47
10.185.4.16,2017/1/15 21:20,70.73
10.185.4.16,2017/1/15 21:50,70.77
10.185.4.16,2017/1/15 22:20,70.62
10.185.4.16,2017/1/15 22:35,70.62
10.185.4.16,2017/1/15 23:05,70.63
10.185.4.16,2017/1/15 23:35,70.68
10.185.4.16,2017/1/16 0:05,70.62
10.185.4.16,2017/1/16 0:35,70.56
10.185.4.16,2017/1/16 1:05,72.51
10.185.4.16,2017/1/16 1:35,71.92
10.185.4.16,2017/1/16 2:05,71.54
10.185.4.16,2017/1/16 2:35,71.69
10.185.4.16,2017/1/16 3:05,70.97
10.185.4.16,2017/1/16 3:35,70.53
10.185.4.16,2017/1/16 4:05,70.7
10.185.4.16,2017/1/16 4:35,71.36
10.185.4.16,2017/1/16 5:05,70.34
10.185.4.16,2017/1/16 5:35,70.42
10.185.4.16,2017/1/16 6:05,70.3
10.185.4.16,2017/1/16 6:35,70.28
10.185.4.16,2017/1/16 7:05,70.51
10.185.4.16,2017/1/16 7:35,70.52
10.185.4.16,2017/1/16 8:05,70.5
10.185.4.16,2017/1/16 8:35,70.4
10.185.4.16,2017/1/16 8:50,70.42
10.185.4.16,2017/1/16 9:20,70.3
10.185.4.16,2017/1/16 9:50,70.31
10.185.4.16,2017/1/16 10:20,70.28
10.185.4.16,2017/1/16 10:50,70.36
10.185.4.16,2017/1/16 11:20,70.5
10.185.4.16,2017/1/16 11:20,70.3
10.185.4.16,2017/1/16 11:50,70.38
10.185.4.16,2017/1/16 12:05,70.28
10.185.4.16,2017/1/16 12:35,70.36
10.185.4.16,2017/1/16 13:20,70.33
10.185.4.16,2017/1/16 13:50,70.42
10.185.4.16,2017/1/16 14:20,70.32
10.185.4.16,2017/1/16 14:50,70.37
10.185.4.16,2017/1/16 15:20,70.29
10.185.4.16,2017/1/16 15:50,70.44
10.185.4.16,2017/1/16 16:20,70.31
10.185.4.16,2017/1/16 17:20,70.3
10.185.4.16,2017/1/16 17:50,70.36
10.185.4.16,2017/1/16 18:20,70.49
10.185.4.16,2017/1/16 18:35,70.33
10.185.4.16,2017/1/16 19:05,70.39
10.185.4.16,2017/1/16 19:35,70.42
10.185.4.16,2017/1/16 20:05,70.22
10.185.4.16,2017/1/16 20:35,70.47
10.185.4.16,2017/1/16 21:05,70.38
10.185.4.16,2017/1/16 21:35,70.53
10.185.4.16,2017/1/16 22:05,70.65
10.185.4.16,2017/1/16 22:35,70.68
10.185.4.16,2017/1/16 23:20,70.48
10.185.4.16,2017/1/16 23:50,70.48
10.185.4.16,2017/1/17 0:20,70.49
10.185.4.16,2017/1/17 0:50,70.56
10.185.4.16,2017/1/17 1:20,73.11
10.185.4.16,2017/1/17 1:50,71.31
10.185.4.16,2017/1/17 2:20,70.57
10.185.4.16,2017/1/17 2:50,71.52
10.185.4.16,2017/1/17 3:20,73.65
10.185.4.16,2017/1/17 3:50,70.23
10.185.4.16,2017/1/17 4:05,73.5
10.185.4.16,2017/1/17 4:35,70.82
10.185.4.16,2017/1/17 5:05,70.74
10.185.4.16,2017/1/17 5:35,70.76
10.185.4.16,2017/1/17 6:05,70.44
10.185.4.16,2017/1/17 6:35,70.52
10.185.4.16,2017/1/17 6:50,70.67
10.185.4.16,2017/1/17 7:20,70.39
10.185.4.16,2017/1/17 7:50,70.41
10.185.4.16,2017/1/17 8:20,70.49
10.185.4.16,2017/1/17 8:50,70.6
10.185.4.16,2017/1/17 9:20,70.33
10.185.4.16,2017/1/17 9:50,70.35
10.185.4.16,2017/1/17 10:20,70.33
10.185.4.16,2017/1/17 10:50,70.51
10.185.4.16,2017/1/17 11:05,70.49
10.185.4.16,2017/1/17 11:35,70.49
10.185.4.16,2017/1/17 12:05,70.62
10.185.4.16,2017/1/17 12:35,70.49
10.185.4.16,2017/1/17 13:05,70.4
10.185.4.16,2017/1/17 13:35,70.49
10.185.4.16,2017/1/17 14:05,70.38
10.185.4.16,2017/1/17 14:35,70.52
10.185.4.16,2017/1/17 15:05,70.42
10.185.4.16,2017/1/17 15:35,70.85
10.185.4.16,2017/1/17 16:05,70.41
10.185.4.16,2017/1/17 16:35,70.79
10.185.4.16,2017/1/17 17:05,70.43
10.185.4.16,2017/1/17 17:35,70.46
10.185.4.16,2017/1/17 17:50,70.49
10.185.4.16,2017/1/17 18:20,70.61
10.185.4.16,2017/1/17 18:50,70.53
10.185.4.16,2017/1/17 19:20,70.33
10.185.4.16,2017/1/17 19:50,70.45
10.185.4.16,2017/1/17 20:20,70.31
10.185.4.16,2017/1/17 20:50,70.58
10.185.4.16,2017/1/17 21:20,70.55
10.185.4.16,2017/1/17 21:50,70.68
10.185.4.16,2017/1/17 22:05,70.74
10.185.4.16,2017/1/17 22:35,70.71
10.185.4.16,2017/1/17 23:05,70.57
10.185.4.16,2017/1/17 23:20,70.55
10.185.4.16,2017/1/17 23:50,70.57
10.185.4.16,2017/1/18 0:05,70.65
10.185.4.16,2017/1/18 0:20,70.59
10.185.4.16,2017/1/18 0:50,70.61
10.185.4.16,2017/1/18 1:20,73.12
10.185.4.16,2017/1/18 1:35,72.01
10.185.4.16,2017/1/18 2:05,71.44
10.185.4.16,2017/1/18 2:35,70.74
10.185.4.16,2017/1/18 3:05,70.83
10.185.4.16,2017/1/18 3:35,70.74
10.185.4.16,2017/1/18 4:05,70.35
10.185.4.16,2017/1/18 4:35,70.68
10.185.4.16,2017/1/18 5:05,71.39
10.185.4.16,2017/1/18 5:35,70.3
10.185.4.16,2017/1/18 6:05,70.43
10.185.4.16,2017/1/18 6:35,70.4
10.185.4.16,2017/1/18 7:05,70.44
10.185.4.16,2017/1/18 7:35,70.42
10.185.4.16,2017/1/18 8:05,70.49
10.185.4.16,2017/1/18 8:35,70.51
10.185.4.16,2017/1/18 9:05,70.59
10.185.4.16,2017/1/18 9:35,70.87
10.185.4.16,2017/1/18 10:05,70.59
10.185.4.16,2017/1/18 10:35,70.58
10.185.4.16,2017/1/18 11:05,70.45
10.185.4.16,2017/1/18 11:05,70.43
10.185.4.16,2017/1/18 11:05,70.44
10.185.4.16,2017/1/18 11:35,70.48
10.185.4.16,2017/1/18 11:50,70.31
10.185.4.16,2017/1/18 13:05,70.36
10.185.4.16,2017/1/18 13:20,70.39
10.185.4.16,2017/1/18 13:50,70.46
10.185.4.16,2017/1/18 14:20,70.33
10.185.4.16,2017/1/18 14:50,70.47
10.185.4.16,2017/1/18 15:20,70.34
10.185.4.16,2017/1/18 15:50,70.39
10.185.4.16,2017/1/18 16:20,70.37
10.185.4.16,2017/1/18 16:50,70.42
10.185.4.16,2017/1/18 17:20,70.37
10.185.4.16,2017/1/18 17:50,70.43
10.185.4.16,2017/1/18 18:20,70.63
10.185.4.16,2017/1/18 18:50,70.52
10.185.4.16,2017/1/18 19:20,70.39
10.185.4.16,2017/1/18 19:50,70.39
10.185.4.16,2017/1/18 20:20,70.34
10.185.4.16,2017/1/18 20:50,70.55
10.185.4.16,2017/1/18 21:20,70.56
10.185.4.16,2017/1/18 21:50,70.67
10.185.4.16,2017/1/18 22:20,70.68
10.185.4.16,2017/1/18 22:50,70.68
10.185.4.16,2017/1/18 23:20,70.52
10.185.4.16,2017/1/18 23:50,70.55
10.185.4.16,2017/1/19 0:20,70.56
10.185.4.16,2017/1/19 0:50,71.18
10.185.4.16,2017/1/19 1:20,72.69
10.185.4.16,2017/1/19 1:50,71.32
10.185.4.16,2017/1/19 2:20,70.87
10.185.4.16,2017/1/19 2:50,70.39
10.185.4.16,2017/1/19 3:20,70.79
10.185.4.16,2017/1/19 3:50,70.46
10.185.4.16,2017/1/19 4:20,70.41
10.185.4.16,2017/1/19 4:50,70.34
10.185.4.16,2017/1/19 5:20,71.91
10.185.4.16,2017/1/19 5:50,70.42
10.185.4.16,2017/1/19 6:20,70.7
10.185.4.16,2017/1/19 6:50,70.52
10.185.4.16,2017/1/19 7:20,70.42
10.185.4.16,2017/1/19 7:50,70.46
10.185.4.16,2017/1/19 8:20,70.52
10.185.4.16,2017/1/19 8:50,70.46
10.185.4.16,2017/1/19 9:05,70.4
10.185.4.16,2017/1/19 9:35,70.68
10.185.4.16,2017/1/19 10:05,70.42
10.185.4.16,2017/1/19 10:35,70.46
10.185.4.16,2017/1/19 11:05,70.4
10.185.4.16,2017/1/19 11:05,70.42
10.185.4.16,2017/1/19 11:35,70.47
10.185.4.16,2017/1/19 11:35,70.35
10.185.4.16,2017/1/19 12:20,70.4
10.185.4.16,2017/1/19 13:05,70.39
10.185.4.16,2017/1/19 13:35,70.47
10.185.4.16,2017/1/19 14:05,70.35
10.185.4.16,2017/1/19 14:35,70.68
10.185.4.16,2017/1/19 15:05,70.39
10.185.4.16,2017/1/19 15:35,70.45
10.185.4.16,2017/1/19 16:05,70.37
10.185.4.16,2017/1/19 16:35,70.55
10.185.4.16,2017/1/19 17:05,70.39
10.185.4.16,2017/1/19 17:35,70.4
10.185.4.16,2017/1/19 18:05,70.79
10.185.4.16,2017/1/19 18:35,70.4
10.185.4.16,2017/1/19 19:05,70.48
10.185.4.16,2017/1/19 19:35,70.43
10.185.4.16,2017/1/19 20:05,70.37
10.185.4.16,2017/1/19 20:35,70.61
10.185.4.16,2017/1/19 21:05,70.73
10.185.4.16,2017/1/19 21:20,70.87
10.185.4.16,2017/1/19 21:50,70.78
10.185.4.16,2017/1/19 22:20,70.75
10.185.4.16,2017/1/19 22:50,70.82
10.185.4.16,2017/1/19 23:20,70.69
10.185.4.16,2017/1/19 23:50,70.76
10.185.4.16,2017/1/20 0:20,70.75
10.185.4.16,2017/1/20 0:50,70.74
