IP地址,采集时间,内存使用率
10.185.3.182,2017/1/8 14:25,89.5
10.185.3.182,2017/1/8 14:40,89.63
10.185.3.182,2017/1/8 14:50,89.59
10.185.3.182,2017/1/8 15:05,89.59
10.185.3.182,2017/1/8 15:15,89.59
10.185.3.182,2017/1/8 15:25,89.59
10.185.3.182,2017/1/8 15:40,89.64
10.185.3.182,2017/1/8 15:50,89.65
10.185.3.182,2017/1/8 16:05,89.58
10.185.3.182,2017/1/8 16:15,89.59
10.185.3.182,2017/1/8 16:25,89.6
10.185.3.182,2017/1/8 16:40,89.6
10.185.3.182,2017/1/8 16:50,89.58
10.185.3.182,2017/1/8 17:05,89.75
10.185.3.182,2017/1/8 17:15,89.72
10.185.3.182,2017/1/8 17:25,89.71
10.185.3.182,2017/1/8 17:40,89.72
10.185.3.182,2017/1/8 17:50,89.72
10.185.3.182,2017/1/8 18:05,89.48
10.185.3.182,2017/1/8 18:15,89.52
10.185.3.182,2017/1/8 18:25,89.52
10.185.3.182,2017/1/8 18:40,89.5
10.185.3.182,2017/1/8 18:50,89.49
10.185.3.182,2017/1/8 19:05,89.51
10.185.3.182,2017/1/8 19:15,89.53
10.185.3.182,2017/1/8 19:25,89.52
10.185.3.182,2017/1/8 19:40,89.51
10.185.3.182,2017/1/8 19:50,89.53
10.185.3.182,2017/1/8 20:05,89.52
10.185.3.182,2017/1/8 20:15,89.54
10.185.3.182,2017/1/8 20:25,89.54
10.185.3.182,2017/1/8 20:40,89.51
10.185.3.182,2017/1/8 20:50,89.52
10.185.3.182,2017/1/8 21:05,89.48
10.185.3.182,2017/1/8 21:15,89.49
10.185.3.182,2017/1/8 21:25,89.5
10.185.3.182,2017/1/8 21:40,89.5
10.185.3.182,2017/1/8 21:50,89.5
10.185.3.182,2017/1/8 22:05,89.52
10.185.3.182,2017/1/8 22:15,89.5
10.185.3.182,2017/1/8 22:25,89.54
10.185.3.182,2017/1/8 22:40,89.5
10.185.3.182,2017/1/8 22:50,89.48
10.185.3.182,2017/1/8 23:05,89.69
10.185.3.182,2017/1/8 23:15,89.71
10.185.3.182,2017/1/8 23:25,89.7
10.185.3.182,2017/1/8 23:40,89.67
10.185.3.182,2017/1/8 23:50,89.72
10.185.3.182,2017/1/9 0:05,89.71
10.185.3.182,2017/1/9 0:15,89.7
10.185.3.182,2017/1/9 0:25,89.7
10.185.3.182,2017/1/9 0:40,89.71
10.185.3.182,2017/1/9 0:50,89.73
10.185.3.182,2017/1/9 1:05,89.72
10.185.3.182,2017/1/9 1:15,89.72
10.185.3.182,2017/1/9 1:25,89.71
10.185.3.182,2017/1/9 1:40,89.71
10.185.3.182,2017/1/9 1:50,89.71
10.185.3.182,2017/1/9 2:05,89.72
10.185.3.182,2017/1/9 2:15,89.73
10.185.3.182,2017/1/9 2:25,89.69
10.185.3.182,2017/1/9 2:40,89.68
10.185.3.182,2017/1/9 2:50,89.71
10.185.3.182,2017/1/9 3:05,89.69
10.185.3.182,2017/1/9 3:15,89.72
10.185.3.182,2017/1/9 3:25,89.73
10.185.3.182,2017/1/9 3:40,89.73
10.185.3.182,2017/1/9 3:50,89.72
10.185.3.182,2017/1/9 4:05,89.56
10.185.3.182,2017/1/9 4:15,89.52
10.185.3.182,2017/1/9 4:25,89.53
10.185.3.182,2017/1/9 4:40,89.44
10.185.3.182,2017/1/9 4:50,89.51
10.185.3.182,2017/1/9 5:05,89.5
10.185.3.182,2017/1/9 5:15,89.49
10.185.3.182,2017/1/9 5:25,89.5
10.185.3.182,2017/1/9 5:40,89.5
10.185.3.182,2017/1/9 5:50,89.51
10.185.3.182,2017/1/9 6:05,89.67
10.185.3.182,2017/1/9 6:15,89.72
10.185.3.182,2017/1/9 6:25,89.68
10.185.3.182,2017/1/9 6:40,89.7
10.185.3.182,2017/1/9 6:50,89.7
10.185.3.182,2017/1/9 7:05,89.55
10.185.3.182,2017/1/9 7:15,89.53
10.185.3.182,2017/1/9 7:25,89.51
10.185.3.182,2017/1/9 7:40,89.58
10.185.3.182,2017/1/9 7:50,89.59
10.185.3.182,2017/1/9 8:05,89.61
10.185.3.182,2017/1/9 8:15,89.6
10.185.3.182,2017/1/9 8:25,89.64
10.185.3.182,2017/1/9 8:40,89.68
10.185.3.182,2017/1/9 8:50,89.62
10.185.3.182,2017/1/9 9:05,89.65
10.185.3.182,2017/1/9 9:15,89.66
10.185.3.182,2017/1/9 9:25,89.64
10.185.3.182,2017/1/9 9:40,89.56
10.185.3.182,2017/1/9 9:50,89.53
10.185.3.182,2017/1/9 10:05,89.56
10.185.3.182,2017/1/9 10:15,89.59
10.185.3.182,2017/1/9 10:25,89.59
10.185.3.182,2017/1/9 10:40,89.54
10.185.3.182,2017/1/9 10:50,89.6
10.185.3.182,2017/1/9 11:05,89.57
10.185.3.182,2017/1/9 11:15,89.56
10.185.3.182,2017/1/9 11:25,89.59
10.185.3.182,2017/1/9 11:40,89.57
10.185.3.182,2017/1/9 11:50,89.58
10.185.3.182,2017/1/9 12:05,89.72
10.185.3.182,2017/1/9 12:15,89.69
10.185.3.182,2017/1/9 12:25,89.73
10.185.3.182,2017/1/9 12:40,89.72
10.185.3.182,2017/1/9 12:50,89.73
10.185.3.182,2017/1/9 13:05,89.7
10.185.3.182,2017/1/9 13:15,89.74
10.185.3.182,2017/1/9 13:25,89.71
10.185.3.182,2017/1/9 13:40,89.71
10.185.3.182,2017/1/9 13:50,89.71
10.185.3.182,2017/1/9 14:05,89.59
10.185.3.182,2017/1/9 14:15,89.69
10.185.3.182,2017/1/9 14:25,89.65
10.185.3.182,2017/1/9 14:40,89.67
10.185.3.182,2017/1/9 14:50,89.62
10.185.3.182,2017/1/9 15:05,89.67
10.185.3.182,2017/1/9 15:15,89.65
10.185.3.182,2017/1/9 15:25,89.67
10.185.3.182,2017/1/9 15:40,89.7
10.185.3.182,2017/1/9 15:50,89.66
10.185.3.182,2017/1/9 16:05,89.58
10.185.3.182,2017/1/9 16:15,89.62
10.185.3.182,2017/1/9 16:25,89.62
10.185.3.182,2017/1/9 16:40,89.65
10.185.3.182,2017/1/9 16:50,89.55
10.185.3.182,2017/1/9 17:05,89.76
10.185.3.182,2017/1/9 17:15,89.79
10.185.3.182,2017/1/9 17:25,89.84
10.185.3.182,2017/1/9 17:40,89.81
10.185.3.182,2017/1/9 17:50,89.84
10.185.3.182,2017/1/9 18:05,89.63
10.185.3.182,2017/1/9 18:15,89.62
10.185.3.182,2017/1/9 18:25,89.61
10.185.3.182,2017/1/9 18:40,89.6
10.185.3.182,2017/1/9 18:50,89.62
10.185.3.182,2017/1/9 19:05,89.63
10.185.3.182,2017/1/9 19:15,89.58
10.185.3.182,2017/1/9 19:25,89.59
10.185.3.182,2017/1/9 19:40,89.58
10.185.3.182,2017/1/9 19:50,89.62
10.185.3.182,2017/1/9 20:05,89.62
10.185.3.182,2017/1/9 20:15,89.58
10.185.3.182,2017/1/9 20:25,89.57
10.185.3.182,2017/1/9 20:40,89.59
10.185.3.182,2017/1/9 20:50,89.55
10.185.3.182,2017/1/9 21:05,89.58
10.185.3.182,2017/1/9 21:15,89.58
10.185.3.182,2017/1/9 21:25,89.59
10.185.3.182,2017/1/9 21:40,89.57
10.185.3.182,2017/1/9 21:50,89.56
10.185.3.182,2017/1/9 22:05,89.58
10.185.3.182,2017/1/9 22:15,89.56
10.185.3.182,2017/1/9 22:25,89.55
10.185.3.182,2017/1/9 22:40,89.56
10.185.3.182,2017/1/9 22:50,89.59
10.185.3.182,2017/1/9 23:05,89.74
10.185.3.182,2017/1/9 23:15,89.76
10.185.3.182,2017/1/9 23:25,89.76
10.185.3.182,2017/1/9 23:40,89.78
10.185.3.182,2017/1/9 23:50,89.64
10.185.3.182,2017/1/10 0:05,89.65
10.185.3.182,2017/1/10 0:15,89.64
10.185.3.182,2017/1/10 0:25,89.65
10.185.3.182,2017/1/10 0:40,89.63
10.185.3.182,2017/1/10 0:50,89.59
10.185.3.182,2017/1/10 1:05,89.62
10.185.3.182,2017/1/10 1:15,89.63
10.185.3.182,2017/1/10 1:25,89.64
10.185.3.182,2017/1/10 1:40,89.64
10.185.3.182,2017/1/10 1:50,89.63
10.185.3.182,2017/1/10 2:05,89.63
10.185.3.182,2017/1/10 2:15,89.63
10.185.3.182,2017/1/10 2:25,89.67
10.185.3.182,2017/1/10 2:40,89.63
10.185.3.182,2017/1/10 2:50,89.64
10.185.3.182,2017/1/10 3:05,89.65
10.185.3.182,2017/1/10 3:15,89.65
10.185.3.182,2017/1/10 3:25,89.93
10.185.3.182,2017/1/10 3:40,89.91
10.185.3.182,2017/1/10 3:50,89.93
10.185.3.182,2017/1/10 4:05,89.79
10.185.3.182,2017/1/10 4:15,89.71
10.185.3.182,2017/1/10 4:25,89.74
10.185.3.182,2017/1/10 4:40,89.7
10.185.3.182,2017/1/10 4:50,89.69
10.185.3.182,2017/1/10 5:05,89.71
10.185.3.182,2017/1/10 5:15,89.71
10.185.3.182,2017/1/10 5:25,89.72
10.185.3.182,2017/1/10 5:40,89.69
10.185.3.182,2017/1/10 5:50,89.7
10.185.3.182,2017/1/10 6:05,89.91
10.185.3.182,2017/1/10 6:15,89.88
10.185.3.182,2017/1/10 6:25,89.9
10.185.3.182,2017/1/10 6:40,89.91
10.185.3.182,2017/1/10 6:50,89.89
10.185.3.182,2017/1/10 7:05,89.6
10.185.3.182,2017/1/10 7:15,89.73
10.185.3.182,2017/1/10 7:25,89.7
10.185.3.182,2017/1/10 7:40,89.75
10.185.3.182,2017/1/10 7:50,89.74
10.185.3.182,2017/1/10 8:05,89.74
10.185.3.182,2017/1/10 8:15,89.78
10.185.3.182,2017/1/10 8:25,89.83
10.185.3.182,2017/1/10 8:40,89.89
10.185.3.182,2017/1/10 8:50,89.89
10.185.3.182,2017/1/10 9:05,89.91
10.185.3.182,2017/1/10 9:15,89.88
10.185.3.182,2017/1/10 9:25,89.83
10.185.3.182,2017/1/10 9:40,89.82
10.185.3.182,2017/1/10 9:50,89.86
10.185.3.182,2017/1/10 10:05,89.78
10.185.3.182,2017/1/10 10:15,89.86
10.185.3.182,2017/1/10 10:25,89.87
10.185.3.182,2017/1/10 10:40,89.8
10.185.3.182,2017/1/10 10:50,89.79
10.185.3.182,2017/1/10 11:05,89.8
10.185.3.182,2017/1/10 11:15,89.83
10.185.3.182,2017/1/10 11:25,89.83
10.185.3.182,2017/1/10 11:40,89.81
10.185.3.182,2017/1/10 11:50,89.8
10.185.3.182,2017/1/10 12:05,89.97
10.185.3.182,2017/1/10 12:15,89.97
10.185.3.182,2017/1/10 12:25,89.97
10.185.3.182,2017/1/10 12:40,89.97
10.185.3.182,2017/1/10 12:50,89.99
10.185.3.182,2017/1/10 13:05,89.99
10.185.3.182,2017/1/10 13:15,89.98
10.185.3.182,2017/1/10 13:25,89.97
10.185.3.182,2017/1/10 13:40,89.98
10.185.3.182,2017/1/10 13:50,90.03
10.185.3.182,2017/1/10 14:05,89.87
10.185.3.182,2017/1/10 14:15,89.78
10.185.3.182,2017/1/10 14:25,89.78
10.185.3.182,2017/1/10 14:40,89.76
10.185.3.182,2017/1/10 14:50,89.81
10.185.3.182,2017/1/10 15:05,89.8
10.185.3.182,2017/1/10 15:15,89.79
10.185.3.182,2017/1/10 15:25,89.84
10.185.3.182,2017/1/10 15:40,89.84
10.185.3.182,2017/1/10 15:50,89.77
10.185.3.182,2017/1/10 16:05,89.74
10.185.3.182,2017/1/10 16:15,89.73
10.185.3.182,2017/1/10 16:25,89.76
10.185.3.182,2017/1/10 16:40,89.76
10.185.3.182,2017/1/10 16:50,89.74
10.185.3.182,2017/1/10 17:05,89.95
10.185.3.182,2017/1/10 17:15,89.95
10.185.3.182,2017/1/10 17:25,89.95
10.185.3.182,2017/1/10 17:40,89.91
10.185.3.182,2017/1/10 17:50,89.92
10.185.3.182,2017/1/10 18:05,89.7
10.185.3.182,2017/1/10 18:15,89.74
10.185.3.182,2017/1/10 18:40,89.77
10.185.3.182,2017/1/10 18:50,89.8
10.185.3.182,2017/1/10 19:05,89.73
10.185.3.182,2017/1/10 19:15,89.74
10.185.3.182,2017/1/10 19:25,89.74
10.185.3.182,2017/1/10 19:40,89.72
10.185.3.182,2017/1/10 19:50,89.73
10.185.3.182,2017/1/10 20:05,89.73
10.185.3.182,2017/1/10 20:15,89.74
10.185.3.182,2017/1/10 20:25,89.76
10.185.3.182,2017/1/10 20:40,89.69
10.185.3.182,2017/1/10 20:50,89.72
10.185.3.182,2017/1/10 21:05,89.71
10.185.3.182,2017/1/10 21:25,89.72
10.185.3.182,2017/1/10 21:40,89.77
10.185.3.182,2017/1/10 21:50,89.72
10.185.3.182,2017/1/10 22:05,89.76
10.185.3.182,2017/1/10 22:15,89.7
10.185.3.182,2017/1/10 22:25,89.72
10.185.3.182,2017/1/10 22:40,89.74
10.185.3.182,2017/1/10 22:50,89.72
10.185.3.182,2017/1/10 23:05,89.9
10.185.3.182,2017/1/10 23:15,89.9
10.185.3.182,2017/1/10 23:25,89.91
10.185.3.182,2017/1/10 23:40,89.91
10.185.3.182,2017/1/10 23:50,89.88
10.185.3.182,2017/1/11 0:05,89.92
10.185.3.182,2017/1/11 0:15,89.87
10.185.3.182,2017/1/11 0:25,89.89
10.185.3.182,2017/1/11 0:40,89.91
10.185.3.182,2017/1/11 0:50,89.9
10.185.3.182,2017/1/11 1:05,89.91
10.185.3.182,2017/1/11 1:25,89.9
10.185.3.182,2017/1/11 1:40,89.92
10.185.3.182,2017/1/11 1:50,89.89
10.185.3.182,2017/1/11 2:05,89.9
10.185.3.182,2017/1/11 2:15,89.89
10.185.3.182,2017/1/11 2:25,89.9
10.185.3.182,2017/1/11 2:40,89.89
10.185.3.182,2017/1/11 2:50,89.91
10.185.3.182,2017/1/11 3:05,89.9
10.185.3.182,2017/1/11 3:15,89.91
10.185.3.182,2017/1/11 3:25,90.04
10.185.3.182,2017/1/11 3:40,90
10.185.3.182,2017/1/11 3:50,90.03
10.185.3.182,2017/1/11 4:05,89.87
10.185.3.182,2017/1/11 4:15,89.85
10.185.3.182,2017/1/11 4:25,89.87
10.185.3.182,2017/1/11 4:40,89.87
10.185.3.182,2017/1/11 4:50,89.83
10.185.3.182,2017/1/11 5:05,89.8
10.185.3.182,2017/1/11 5:15,89.79
10.185.3.182,2017/1/11 5:30,89.8
10.185.3.182,2017/1/11 5:40,89.78
10.185.3.182,2017/1/11 5:55,89.78
10.185.3.182,2017/1/11 6:05,89.93
10.185.3.182,2017/1/11 6:15,89.92
10.185.3.182,2017/1/11 6:25,89.98
10.185.3.182,2017/1/11 6:40,89.98
10.185.3.182,2017/1/11 6:50,89.96
10.185.3.182,2017/1/11 7:05,89.79
10.185.3.182,2017/1/11 7:15,89.76
10.185.3.182,2017/1/11 7:30,89.78
10.185.3.182,2017/1/11 7:40,89.81
10.185.3.182,2017/1/11 7:55,89.81
10.185.3.182,2017/1/11 8:05,89.86
10.185.3.182,2017/1/11 8:15,89.86
10.185.3.182,2017/1/11 8:25,89.9
10.185.3.182,2017/1/11 8:40,89.9
10.185.3.182,2017/1/11 8:50,89.91
10.185.3.182,2017/1/11 9:05,89.9
10.185.3.182,2017/1/11 9:20,89.96
10.185.3.182,2017/1/11 9:25,89.93
10.185.3.182,2017/1/11 9:40,89.84
10.185.3.182,2017/1/11 9:55,89.86
10.185.3.182,2017/1/11 10:05,89.86
10.185.3.182,2017/1/11 10:15,89.84
10.185.3.182,2017/1/11 10:30,89.87
10.185.3.182,2017/1/11 10:40,89.84
10.185.3.182,2017/1/11 10:50,89.86
10.185.3.182,2017/1/11 11:05,89.88
10.185.3.182,2017/1/11 11:20,89.85
10.185.3.182,2017/1/11 11:30,89.87
10.185.3.182,2017/1/11 11:40,89.9
10.185.3.182,2017/1/11 11:50,89.86
10.185.3.182,2017/1/11 12:05,90.07
10.185.3.182,2017/1/11 12:15,89.99
10.185.3.182,2017/1/11 12:25,90.07
10.185.3.182,2017/1/11 12:40,90.05
10.185.3.182,2017/1/11 12:50,90.04
10.185.3.182,2017/1/11 13:05,90.02
10.185.3.182,2017/1/11 13:15,90.01
10.185.3.182,2017/1/11 13:25,90.02
10.185.3.182,2017/1/11 13:40,90.02
10.185.3.182,2017/1/11 13:50,90.06
10.185.3.182,2017/1/11 14:05,89.67
10.185.3.182,2017/1/11 14:15,89.8
10.185.3.182,2017/1/11 14:25,89.83
10.185.3.182,2017/1/11 14:40,89.83
10.185.3.182,2017/1/11 14:50,89.79
10.185.3.182,2017/1/11 15:05,89.84
10.185.3.182,2017/1/11 15:15,89.8
10.185.3.182,2017/1/11 15:25,89.82
10.185.3.182,2017/1/11 15:40,89.88
10.185.3.182,2017/1/11 15:50,89.85
10.185.3.182,2017/1/11 16:05,89.87
10.185.3.182,2017/1/11 16:15,89.88
10.185.3.182,2017/1/11 16:25,89.74
10.185.3.182,2017/1/11 16:40,89.76
10.185.3.182,2017/1/11 16:50,89.76
10.185.3.182,2017/1/11 17:15,89.95
10.185.3.182,2017/1/11 17:25,89.9
10.185.3.182,2017/1/11 17:40,89.9
10.185.3.182,2017/1/11 17:50,89.9
10.185.3.182,2017/1/11 18:05,89.69
10.185.3.182,2017/1/11 18:15,89.76
10.185.3.182,2017/1/11 18:25,89.68
10.185.3.182,2017/1/11 18:40,89.7
10.185.3.182,2017/1/11 18:50,89.68
10.185.3.182,2017/1/11 19:05,89.69
10.185.3.182,2017/1/11 19:15,89.7
10.185.3.182,2017/1/11 19:25,89.67
10.185.3.182,2017/1/11 19:40,89.7
10.185.3.182,2017/1/11 19:50,89.68
10.185.3.182,2017/1/11 20:05,89.72
10.185.3.182,2017/1/11 20:15,89.71
10.185.3.182,2017/1/11 20:25,89.69
10.185.3.182,2017/1/11 20:40,89.65
10.185.3.182,2017/1/11 20:50,89.73
10.185.3.182,2017/1/11 21:05,89.7
10.185.3.182,2017/1/11 21:15,89.69
10.185.3.182,2017/1/11 21:25,89.68
10.185.3.182,2017/1/11 21:40,89.69
10.185.3.182,2017/1/11 21:50,89.69
10.185.3.182,2017/1/11 22:05,89.68
10.185.3.182,2017/1/11 22:15,89.68
10.185.3.182,2017/1/11 22:25,89.68
10.185.3.182,2017/1/11 22:40,89.69
10.185.3.182,2017/1/11 22:50,89.66
10.185.3.182,2017/1/11 23:05,89.81
10.185.3.182,2017/1/11 23:15,89.84
10.185.3.182,2017/1/11 23:25,89.84
10.185.3.182,2017/1/11 23:40,89.85
10.185.3.182,2017/1/11 23:50,89.85
10.185.3.182,2017/1/12 0:05,89.85
10.185.3.182,2017/1/12 0:15,89.84
10.185.3.182,2017/1/12 0:25,89.85
10.185.3.182,2017/1/12 0:40,89.87
10.185.3.182,2017/1/12 0:50,89.88
10.185.3.182,2017/1/12 1:05,89.86
10.185.3.182,2017/1/12 1:15,89.88
10.185.3.182,2017/1/12 1:25,89.84
10.185.3.182,2017/1/12 1:40,89.86
10.185.3.182,2017/1/12 1:50,89.87
10.185.3.182,2017/1/12 2:05,89.86
10.185.3.182,2017/1/12 2:15,89.89
10.185.3.182,2017/1/12 2:25,89.85
10.185.3.182,2017/1/12 2:40,89.87
10.185.3.182,2017/1/12 2:50,89.84
10.185.3.182,2017/1/12 3:05,89.86
10.185.3.182,2017/1/12 3:15,89.88
10.185.3.182,2017/1/12 3:35,89.86
10.185.3.182,2017/1/12 3:40,89.81
10.185.3.182,2017/1/12 3:55,89.82
10.185.3.182,2017/1/12 4:05,89.67
10.185.3.182,2017/1/12 4:15,89.62
10.185.3.182,2017/1/12 4:30,89.63
10.185.3.182,2017/1/12 4:40,89.6
10.185.3.182,2017/1/12 4:50,89.62
10.185.3.182,2017/1/12 5:05,89.62
10.185.3.182,2017/1/12 5:15,89.59
10.185.3.182,2017/1/12 5:25,89.61
10.185.3.182,2017/1/12 5:40,89.62
10.185.3.182,2017/1/12 5:50,89.62
10.185.3.182,2017/1/12 6:05,89.77
10.185.3.182,2017/1/12 6:15,89.78
10.185.3.182,2017/1/12 6:25,89.79
10.185.3.182,2017/1/12 6:40,89.75
10.185.3.182,2017/1/12 6:55,89.8
10.185.3.182,2017/1/12 7:05,89.65
10.185.3.182,2017/1/12 7:20,89.62
10.185.3.182,2017/1/12 7:25,89.61
10.185.3.182,2017/1/12 7:40,89.66
10.185.3.182,2017/1/12 7:50,89.63
10.185.3.182,2017/1/12 8:05,89.67
10.185.3.182,2017/1/12 8:15,89.7
10.185.3.182,2017/1/12 8:25,89.75
10.185.3.182,2017/1/12 9:15,89.81
10.185.3.182,2017/1/12 9:25,89.77
10.185.3.182,2017/1/12 9:40,89.75
10.185.3.182,2017/1/12 9:50,89.76
10.185.3.182,2017/1/12 10:05,89.74
10.185.3.182,2017/1/12 10:15,89.78
10.185.3.182,2017/1/12 10:25,89.75
10.185.3.182,2017/1/12 10:40,89.69
10.185.3.182,2017/1/12 10:50,89.69
10.185.3.182,2017/1/12 11:05,89.68
10.185.3.182,2017/1/12 11:15,89.69
10.185.3.182,2017/1/12 11:25,89.7
10.185.3.182,2017/1/12 11:40,89.7
10.185.3.182,2017/1/12 11:50,89.7
10.185.3.182,2017/1/12 12:05,89.85
10.185.3.182,2017/1/12 12:15,89.82
10.185.3.182,2017/1/12 12:25,89.85
10.185.3.182,2017/1/12 12:40,89.86
10.185.3.182,2017/1/12 12:50,89.86
10.185.3.182,2017/1/12 13:05,89.87
10.185.3.182,2017/1/12 13:25,89.84
10.185.3.182,2017/1/12 13:40,89.85
10.185.3.182,2017/1/12 13:50,89.89
10.185.3.182,2017/1/12 14:05,89.55
10.185.3.182,2017/1/12 14:15,89.56
10.185.3.182,2017/1/12 14:25,89.55
10.185.3.182,2017/1/12 14:40,89.57
10.185.3.182,2017/1/12 14:50,89.59
10.185.3.182,2017/1/12 15:05,89.55
10.185.3.182,2017/1/12 15:15,89.59
10.185.3.182,2017/1/12 15:25,89.52
10.185.3.182,2017/1/12 15:40,89.61
10.185.3.182,2017/1/12 15:50,89.59
10.185.3.182,2017/1/12 16:05,89.59
10.185.3.182,2017/1/12 16:15,89.61
10.185.3.182,2017/1/12 16:25,89.61
10.185.3.182,2017/1/12 16:40,89.6
10.185.3.182,2017/1/12 16:50,89.59
10.185.3.182,2017/1/12 17:05,89.75
10.185.3.182,2017/1/12 17:15,89.73
10.185.3.182,2017/1/12 17:25,89.77
10.185.3.182,2017/1/12 17:40,89.77
10.185.3.182,2017/1/12 17:50,89.75
10.185.3.182,2017/1/12 18:05,89.54
10.185.3.182,2017/1/12 18:15,89.52
10.185.3.182,2017/1/12 18:25,89.51
10.185.3.182,2017/1/12 18:40,89.5
10.185.3.182,2017/1/12 18:50,89.54
10.185.3.182,2017/1/12 19:05,89.52
10.185.3.182,2017/1/12 19:15,89.53
10.185.3.182,2017/1/12 19:25,89.51
10.185.3.182,2017/1/12 19:40,89.49
10.185.3.182,2017/1/12 19:50,89.5
10.185.3.182,2017/1/12 20:15,89.51
10.185.3.182,2017/1/12 20:25,89.52
10.185.3.182,2017/1/12 20:40,89.57
10.185.3.182,2017/1/12 20:50,89.54
10.185.3.182,2017/1/12 21:05,89.54
10.185.3.182,2017/1/12 21:15,89.52
10.185.3.182,2017/1/12 21:25,89.54
10.185.3.182,2017/1/12 21:40,89.52
10.185.3.182,2017/1/12 21:50,89.53
10.185.3.182,2017/1/12 22:05,89.5
10.185.3.182,2017/1/12 22:15,89.52
10.185.3.182,2017/1/12 22:25,89.54
10.185.3.182,2017/1/12 22:40,89.55
10.185.3.182,2017/1/12 22:50,89.5
10.185.3.182,2017/1/12 23:05,89.69
10.185.3.182,2017/1/12 23:15,89.69
10.185.3.182,2017/1/12 23:25,89.68
10.185.3.182,2017/1/12 23:40,89.68
10.185.3.182,2017/1/12 23:50,89.68
10.185.3.182,2017/1/13 0:05,89.69
10.185.3.182,2017/1/13 2:15,89.7
10.185.3.182,2017/1/13 2:25,89.69
10.185.3.182,2017/1/13 2:40,89.66
10.185.3.182,2017/1/13 2:50,89.69
10.185.3.182,2017/1/13 3:05,89.69
10.185.3.182,2017/1/13 3:15,89.71
10.185.3.182,2017/1/13 3:40,89.56
10.185.3.182,2017/1/13 3:50,89.73
10.185.3.182,2017/1/13 4:05,89.52
10.185.3.182,2017/1/13 4:15,89.52
10.185.3.182,2017/1/13 4:25,89.57
10.185.3.182,2017/1/13 4:40,89.56
10.185.3.182,2017/1/13 4:50,89.53
10.185.3.182,2017/1/13 5:05,89.53
10.185.3.182,2017/1/13 5:15,89.53
10.185.3.182,2017/1/13 5:25,89.55
10.185.3.182,2017/1/13 5:40,89.49
10.185.3.182,2017/1/13 5:50,89.5
10.185.3.182,2017/1/13 6:05,89.72
10.185.3.182,2017/1/13 6:15,89.73
